
% frame   0
% time 0.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1        27     7.000    -1.839     0.844    -3.327     0.277     0.305    -0.911     6.980     0.978         1
         1        28     7.000    -2.107    -1.241    -3.374     0.274    -0.329    -0.904     6.998     1.000         1
         1        29     7.000    -4.659     2.500     1.472    -0.039     0.826     0.563     6.363     0.378         1
         1        30     7.000    -1.887    -2.541     1.927     0.260    -0.724     0.639     6.969     0.963         1
         1        31     7.000    -4.070    -1.466    -3.311     0.089    -0.392    -0.916     6.407     0.452         1
         1        32     7.000    -2.365    -3.354    -1.285     0.259    -0.927    -0.272     6.988     0.991         1
         1        33     7.000     4.383     3.291    -0.985    -0.153     0.963    -0.224     6.465     0.477         2
         1        34     7.000     2.819    -2.768    -2.134    -0.275    -0.803    -0.528     6.986     0.984         2
         1        35     7.000     5.401    -2.130    -2.068    -0.023    -0.796    -0.605     5.874    -0.012         2
         1        36     7.000     0.120     0.497    -0.599    -0.983     0.135    -0.127     6.999     1.000         2
         1        37     7.000     0.961     1.652    -1.847    -0.716     0.492    -0.494     6.995     0.994         2
         1        38     7.000     2.678    -2.610     1.962    -0.225    -0.755     0.616     6.998     0.997         2
         1        39     7.000     0.148    -0.693     0.136    -0.973    -0.210     0.098     6.999     0.999         2
         1        40     7.000     5.251     1.511     2.399    -0.044     0.466     0.884     6.073     0.108         2
         1        41     7.000     0.236    -0.925     0.375    -0.944    -0.291     0.158     6.999     1.000         2
         1        42     7.000     6.023    -1.945     0.993     0.095    -0.829     0.551     5.507    -0.271         2
         1        43     7.000     2.747     0.437    -3.542    -0.294     0.104    -0.950     6.985     0.983         2
         1        44     7.000     0.107    -0.193    -0.712    -0.985    -0.070    -0.160     6.999     0.999         2
         1        45     7.000     2.299     2.425     2.045    -0.330     0.696     0.638     6.994     0.993         2
         1        46     7.000     6.327    -0.411     1.616     0.158    -0.207     0.965     5.228    -0.416         2
         1        47     7.000     3.861     0.421     3.283    -0.151     0.125     0.981     6.775     0.754         2
         1        48     7.000     1.560    -1.885     1.977    -0.542    -0.553     0.633     6.994     0.994         2
         1        49     7.000     0.620    -0.503    -1.986    -0.821    -0.176    -0.542     6.995     0.996         2
         1        50     7.000     1.396    -2.517    -1.213    -0.577    -0.758    -0.304     6.992     0.993         2
         1        51     7.000     1.675    -1.289    -2.804    -0.501    -0.387    -0.774     6.994     0.992         2
         1        52     7.000     1.265     2.454    -1.205    -0.625     0.718    -0.307     6.994     0.993         2
         1        53     7.000     2.192    -2.883    -1.544    -0.354    -0.857    -0.375     6.996     0.996         2
         1        54     7.000     4.550     2.374    -2.505    -0.129     0.714    -0.688     6.349     0.362         2
         1        55     7.000     0.946     2.260     0.471    -0.725     0.666     0.177     6.995     0.995         2
         1        56     7.000     0.361    -1.391    -0.120    -0.913    -0.407     0.003     7.000     0.999         2
         1        57     7.000     3.617    -2.854    -2.119    -0.229    -0.827    -0.514     6.781     0.759         2
         1        58     7.000     2.815     3.415    -0.610    -0.268     0.957    -0.109     6.988     0.985         2
         1        59     7.000     1.997     2.876    -1.455    -0.385     0.845    -0.371     6.987     0.984         2
         1        60     7.000     1.603    -2.807    -0.789    -0.530    -0.829    -0.180     6.996     0.995         2
         1        61     7.000     4.175     3.057    -1.741    -0.170     0.884    -0.436     6.546     0.540         2
         1        62     7.000     2.120     2.027    -2.644    -0.347     0.584    -0.733     6.992     0.990         2
         1        63     7.000     3.100     2.451     2.308    -0.240     0.670     0.702     6.968     0.961         2
         1        64     7.000     3.508    -1.739     2.839    -0.207    -0.499     0.842     6.889     0.867         2
% end

% frame   2
% time 0.500
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -4.258     2.413    -2.269     0.157     0.824    -0.545     6.411     0.360         1
         1         2     7.000    -4.571    -0.456    -3.373     0.160    -0.033    -0.987     6.117     0.105         1
         1         3     7.000    -5.847     0.866     1.431    -0.186     0.530     0.827     5.615    -0.256         1
         1         4     7.000    -4.782     1.542     2.188     0.018     0.593     0.805     6.331     0.292         1
         1         5     7.000    -3.709     0.901     2.959     0.137     0.346     0.928     6.802     0.766         1
         1         6     7.000    -3.168     3.167     0.706     0.196     0.927     0.319     6.929     0.922         1
         1         7     7.000    -2.427     1.687    -3.160     0.278     0.563    -0.779     6.985     0.980         1
         1         8     7.000    -1.538     2.856     0.257     0.412     0.893     0.183     6.991     0.989         1
         1         9     7.000    -2.595     2.293     2.114     0.143     0.694     0.705     6.998     0.999         1
         1        10     7.000    -5.954     1.277    -1.367    -0.187     0.853    -0.488     5.307    -0.442         1
         1        11     7.000    -2.812     1.597     2.696     0.141     0.507     0.850     6.997     0.997         1
         1        12     7.000    -4.408     0.393     2.862     0.065     0.239     0.969     6.522     0.465         1
         1        13     7.000    -3.198    -3.586     0.302     0.255    -0.943     0.213     6.821     0.785         1
         1        14     7.000    -1.318     2.213    -2.033     0.493     0.725    -0.481     6.991     0.989         1
         1        15     7.000    -2.394    -2.491    -2.782     0.337    -0.650    -0.681     6.966     0.960         1
         1        16     7.000    -2.820    -3.582    -0.826     0.311    -0.946    -0.092     6.892     0.865         1
         1        17     7.000    -3.002    -3.399    -1.569     0.294    -0.903    -0.313     6.828     0.798         1
         1        18     7.000    -0.775     1.664    -2.029     0.697     0.537    -0.475     6.998     0.998         1
         1        19     7.000    -0.267    -1.134     1.335     0.805    -0.276     0.525     6.989     0.983         1
         1        20     7.000    -4.830    -2.969     0.731     0.057    -0.906     0.418     6.116     0.114         1
         1        21     7.000    -5.101     0.114     2.477    -0.019     0.166     0.986     6.138     0.122         1
         1        22     7.000     0.119     0.904    -0.521     0.944     0.331    -0.010     6.994     0.993         1
         1        23     7.000    -5.811     1.534     0.808    -0.170     0.828     0.535     5.617    -0.283         1
         1        24     7.000    -2.915    -1.044     3.071     0.173    -0.214     0.962     6.978     0.973         1
         1        25     7.000    -3.937    -1.370     2.850     0.141    -0.303     0.943     6.679     0.645         1
         1        26     7.000    -3.548    -1.623    -3.394     0.290    -0.382    -0.878     6.593     0.545         1
         1        27     7.000    -1.873     0.799    -3.386     0.339     0.322    -0.884     6.994     0.994         1
         1        28     7.000    -2.107    -1.310    -3.419     0.340    -0.344    -0.875     6.998     0.997         1
         1        29     7.000    -4.275     2.544     1.518     0.102     0.813     0.573     6.571     0.534         1
         1        30     7.000    -1.859    -2.631     1.782     0.294    -0.713     0.636     6.979     0.975         1
         1        31     7.000    -3.615    -1.511    -3.426     0.286    -0.360    -0.888     6.567     0.510         1
         1        32     7.000    -2.294    -3.379    -1.336     0.322    -0.916    -0.239     6.983     0.979         1
         1        33     7.000     4.001     3.325    -1.004    -0.262     0.941    -0.212     6.618     0.557         2
         1        34     7.000     2.794    -2.740    -2.199    -0.304    -0.784    -0.542     6.984     0.981         2
         1        35     7.000     5.017    -2.297    -2.148    -0.160    -0.784    -0.600     6.063     0.048         2
         1        36     7.000     0.132     0.473    -0.644    -0.987     0.128    -0.099     6.997     0.997         2
         1        37     7.000     0.984     1.626    -1.912    -0.735     0.471    -0.487     6.999     0.999         2
         1        38     7.000     2.694    -2.614     1.937    -0.220    -0.747     0.627     6.998     0.999         2
         1        39     7.000     0.165    -0.688     0.156    -0.977    -0.184     0.107     6.999     1.000         2
         1        40     7.000     4.871     1.506     2.527    -0.157     0.437     0.886     6.286     0.226         2
         1        41     7.000     0.231    -0.864     0.340    -0.955    -0.253     0.158     6.999     1.000         2
         1        42     7.000     5.699    -2.143     1.110    -0.020    -0.839     0.544     5.720    -0.220         2
         1        43     7.000     2.694     0.455    -3.550    -0.331     0.121    -0.936     6.985     0.984         2
         1        44     7.000     0.125    -0.150    -0.756    -0.988    -0.040    -0.149     6.999     1.000         2
         1        45     7.000     2.330     2.458     1.982    -0.318     0.712     0.626     6.996     0.994         2
         1        46     7.000     6.036    -0.456     1.898     0.066    -0.215     0.974     5.490    -0.379         2
         1        47     7.000     3.670     0.452     3.253    -0.207     0.146     0.967     6.840     0.804         2
         1        48     7.000     1.526    -1.853     1.941    -0.558    -0.531     0.638     6.996     0.996         2
         1        49     7.000     0.661    -0.467    -2.074    -0.825    -0.132    -0.550     6.999     0.999         2
         1        50     7.000     1.483    -2.558    -1.304    -0.564    -0.762    -0.320     6.996     0.995         2
         1        51     7.000     1.685    -1.336    -2.810    -0.514    -0.409    -0.754     6.997     0.996         2
         1        52     7.000     1.277     2.424    -1.275    -0.627     0.715    -0.309     6.995     0.994         2
         1        53     7.000     2.183    -2.861    -1.618    -0.370    -0.840    -0.398     6.997     0.996         2
         1        54     7.000     4.133     2.419    -2.559    -0.267     0.702    -0.660     6.524     0.458         2
         1        55     7.000     0.931     2.219     0.448    -0.739     0.644     0.198     6.998     0.998         2
         1        56     7.000     0.370    -1.382    -0.085    -0.916    -0.398     0.046     6.999     0.999         2
         1        57     7.000     3.412    -2.850    -2.136    -0.295    -0.815    -0.499     6.833     0.791         2
         1        58     7.000     2.816     3.400    -0.660    -0.272     0.956    -0.112     6.989     0.986         2
         1        59     7.000     2.003     2.858    -1.500    -0.405     0.834    -0.374     6.994     0.994         2
         1        60     7.000     1.580    -2.774    -0.884    -0.547    -0.814    -0.195     6.999     0.999         2
         1        61     7.000     3.834     3.059    -1.782    -0.284     0.852    -0.440     6.675     0.619         2
         1        62     7.000     2.124     2.020    -2.670    -0.381     0.578    -0.721     6.996     0.994         2
         1        63     7.000     3.066     2.392     2.320    -0.228     0.659     0.716     6.978     0.970         2
         1        64     7.000     3.401    -1.754     2.802    -0.230    -0.485     0.844     6.920     0.903         2
% end

% frame   3
% time 0.750
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -4.088     2.408    -2.286     0.190     0.814    -0.548     6.463     0.400         1
         1         2     7.000    -4.406    -0.473    -3.399     0.201    -0.012    -0.979     6.139     0.107         1
         1         3     7.000    -5.625     0.881     1.552    -0.154     0.527     0.836     5.763    -0.180         1
         1         4     7.000    -4.585     1.558     2.203     0.034     0.572     0.820     6.434     0.370         1
         1         5     7.000    -3.579     0.903     2.941     0.120     0.350     0.929     6.844     0.820         1
         1         6     7.000    -3.092     3.131     0.746     0.159     0.928     0.338     6.945     0.934         1
         1         7     7.000    -2.414     1.695    -3.183     0.276     0.558    -0.782     6.979     0.973         1
         1         8     7.000    -1.405     2.807     0.222     0.417     0.889     0.190     6.986     0.982         1
         1         9     7.000    -2.523     2.243     2.117     0.121     0.698     0.706     6.995     0.993         1
         1        10     7.000    -5.790     1.397    -1.335    -0.160     0.863    -0.479     5.422    -0.406         1
         1        11     7.000    -2.730     1.597     2.661     0.095     0.533     0.841     6.998     0.999         1
         1        12     7.000    -4.228     0.350     2.875     0.089     0.223     0.971     6.592     0.559         1
         1        13     7.000    -3.083    -3.606     0.270     0.260    -0.939     0.224     6.828     0.788         1
         1        14     7.000    -1.261     2.155    -2.135     0.485     0.722    -0.493     6.992     0.991         1
         1        15     7.000    -2.332    -2.503    -2.817     0.355    -0.651    -0.671     6.955     0.947         1
         1        16     7.000    -2.816    -3.609    -0.869     0.309    -0.944    -0.114     6.869     0.839         1
         1        17     7.000    -2.880    -3.411    -1.583     0.328    -0.890    -0.317     6.832     0.800         1
         1        18     7.000    -0.714     1.638    -2.088     0.693     0.554    -0.462     6.996     0.997         1
         1        19     7.000    -0.177    -1.184     1.277     0.793    -0.293     0.534     6.981     0.975         1
         1        20     7.000    -4.577    -3.019     0.799     0.116    -0.894     0.433     6.219     0.181         1
         1        21     7.000    -4.856     0.032     2.551     0.015     0.125     0.992     6.265     0.214         1
         1        22     7.000     0.221     0.812    -0.571     0.942     0.336    -0.006     6.986     0.983         1
         1        23     7.000    -5.593     1.606     0.890    -0.129     0.834     0.537     5.764    -0.198         1
         1        24     7.000    -2.817    -1.054     3.052     0.156    -0.214     0.964     6.981     0.974         1
         1        25     7.000    -3.793    -1.355     2.855     0.139    -0.293     0.946     6.719     0.680         1
         1        26     7.000    -3.429    -1.621    -3.414     0.319    -0.408    -0.856     6.594     0.537         1
         1        27     7.000    -1.829     0.706    -3.450     0.340     0.289    -0.895     6.996     0.996         1
         1        28     7.000    -2.091    -1.358    -3.456     0.346    -0.335    -0.876     6.992     0.990         1
         1        29     7.000    -4.101     2.519     1.558     0.091     0.806     0.585     6.641     0.596         1
         1        30     7.000    -1.757    -2.663     1.739     0.322    -0.714     0.622     6.988     0.983         1
         1        31     7.000    -3.520    -1.518    -3.444     0.304    -0.359    -0.883     6.556     0.490         1
         1        32     7.000    -2.325    -3.426    -1.384     0.302    -0.919    -0.255     6.973     0.968         1
         1        33     7.000     3.904     3.311    -1.032    -0.282     0.931    -0.233     6.644     0.592         2
         1        34     7.000     2.811    -2.735    -2.255    -0.290    -0.783    -0.549     6.974     0.972         2
         1        35     7.000     4.901    -2.340    -2.126    -0.184    -0.779    -0.599     6.099     0.060         2
         1        36     7.000     0.085     0.500    -0.718    -0.984     0.143    -0.106     6.995     0.994         2
         1        37     7.000     0.925     1.592    -1.953    -0.750     0.460    -0.476     6.998     0.998         2
         1        38     7.000     2.584    -2.604     1.930    -0.237    -0.756     0.610     6.999     0.999         2
         1        39     7.000     0.092    -0.687     0.041    -0.973    -0.209     0.093     6.998     0.999         2
         1        40     7.000     4.805     1.556     2.498    -0.149     0.443     0.884     6.310     0.263         2
         1        41     7.000     0.175    -0.927     0.281    -0.950    -0.273     0.150     6.999     1.000         2
         1        42     7.000     5.576    -2.141     1.207    -0.030    -0.819     0.573     5.790    -0.173         2
         1        43     7.000     2.692     0.365    -3.582    -0.317     0.102    -0.943     6.982     0.979         2
         1        44     7.000     0.063    -0.111    -0.781    -0.989    -0.018    -0.147     6.998     0.997         2
         1        45     7.000     2.233     2.474     1.927    -0.320     0.710     0.628     6.993     0.991         2
         1        46     7.000     5.865    -0.489     1.977     0.031    -0.237     0.971     5.591    -0.326         2
         1        47     7.000     3.581     0.479     3.241    -0.198     0.132     0.971     6.864     0.828         2
         1        48     7.000     1.446    -1.827     1.941    -0.561    -0.524     0.641     6.998     0.998         2
         1        49     7.000     0.636    -0.474    -2.138    -0.821    -0.138    -0.555     6.999     0.999         2
         1        50     7.000     1.404    -2.547    -1.324    -0.580    -0.752    -0.312     6.997     0.996         2
         1        51     7.000     1.658    -1.348    -2.842    -0.497    -0.427    -0.755     6.996     0.996         2
         1        52     7.000     1.226     2.432    -1.279    -0.636     0.718    -0.283     6.997     0.997         2
         1        53     7.000     2.096    -2.859    -1.616    -0.392    -0.840    -0.375     6.998     0.998         2
         1        54     7.000     4.049     2.392    -2.587    -0.271     0.711    -0.649     6.542     0.470         2
         1        55     7.000     0.827     2.188     0.347    -0.746     0.639     0.187     6.995     0.994         2
         1        56     7.000     0.287    -1.346    -0.134    -0.918    -0.392     0.052     6.998     0.999         2
         1        57     7.000     3.365    -2.862    -2.136    -0.300    -0.799    -0.521     6.833     0.796         2
         1        58     7.000     2.757     3.389    -0.715    -0.276     0.951    -0.140     6.991     0.988         2
         1        59     7.000     1.920     2.820    -1.558    -0.418     0.822    -0.386     6.993     0.993         2
         1        60     7.000     1.523    -2.792    -0.863    -0.548    -0.816    -0.184     6.999     0.999         2
         1        61     7.000     3.776     3.056    -1.782    -0.283     0.857    -0.431     6.678     0.614         2
         1        62     7.000     2.017     1.963    -2.695    -0.417     0.578    -0.701     6.998     0.998         2
         1        63     7.000     3.015     2.381     2.316    -0.221     0.637     0.738     6.979     0.974         2
         1        64     7.000     3.311    -1.767     2.786    -0.227    -0.489     0.842     6.931     0.918         2
% end

% frame   4
% time 1.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.995     2.390    -2.307     0.177     0.814    -0.554     6.485     0.421         1
         1         2     7.000    -4.358    -0.377    -3.403     0.194    -0.010    -0.981     6.142     0.102         1
         1         3     7.000    -5.431     0.887     1.645    -0.128     0.509     0.851     5.881    -0.130         1
         1         4     7.000    -4.456     1.542     2.221     0.035     0.578     0.815     6.483     0.425         1
         1         5     7.000    -3.429     0.896     2.933     0.124     0.343     0.931     6.875     0.850         1
         1         6     7.000    -2.997     3.103     0.766     0.124     0.931     0.344     6.959     0.950         1
         1         7     7.000    -2.308     1.599    -3.241     0.279     0.530    -0.801     6.979     0.975         1
         1         8     7.000    -1.325     2.789     0.209     0.407     0.893     0.194     6.981     0.977         1
         1         9     7.000    -2.386     2.220     2.095     0.099     0.692     0.715     6.985     0.984         1
         1        10     7.000    -5.657     1.453    -1.317    -0.149     0.872    -0.466     5.497    -0.376         1
         1        11     7.000    -2.654     1.575     2.647     0.063     0.542     0.838     6.995     0.995         1
         1        12     7.000    -4.061     0.336     2.894     0.069     0.198     0.978     6.647     0.584         1
         1        13     7.000    -3.035    -3.620     0.271     0.264    -0.937     0.230     6.816     0.779         1
         1        14     7.000    -1.193     2.149    -2.148     0.488     0.714    -0.502     6.992     0.989         1
         1        15     7.000    -2.265    -2.522    -2.831     0.360    -0.641    -0.678     6.950     0.938         1
         1        16     7.000    -2.819    -3.635    -0.872     0.301    -0.945    -0.124     6.842     0.821         1
         1        17     7.000    -2.846    -3.434    -1.590     0.321    -0.893    -0.315     6.816     0.782         1
         1        18     7.000    -0.638     1.585    -2.147     0.689     0.546    -0.477     6.995     0.995         1
         1        19     7.000    -0.073    -1.222     1.223     0.805    -0.267     0.530     6.976     0.970         1
         1        20     7.000    -4.474    -3.023     0.813     0.116    -0.891     0.440     6.238     0.194         1
         1        21     7.000    -4.727     0.051     2.566     0.006     0.128     0.992     6.313     0.252         1
         1        22     7.000     0.293     0.825    -0.646     0.938     0.344    -0.032     6.989     0.985         1
         1        23     7.000    -5.484     1.603     0.921    -0.132     0.829     0.544     5.822    -0.151         1
         1        24     7.000    -2.738    -1.085     3.036     0.135    -0.210     0.968     6.989     0.985         1
         1        25     7.000    -3.657    -1.366     2.857     0.141    -0.271     0.952     6.755     0.722         1
         1        26     7.000    -3.384    -1.630    -3.423     0.312    -0.396    -0.863     6.576     0.506         1
         1        27     7.000    -1.766     0.688    -3.471     0.335     0.268    -0.903     6.998     0.997         1
         1        28     7.000    -2.042    -1.305    -3.506     0.350    -0.330    -0.877     6.986     0.982         1
         1        29     7.000    -3.966     2.528     1.536     0.081     0.821     0.566     6.686     0.634         1
         1        30     7.000    -1.675    -2.703     1.700     0.322    -0.708     0.629     6.985     0.981         1
         1        31     7.000    -3.484    -1.517    -3.457     0.301    -0.365    -0.881     6.537     0.480         1
         1        32     7.000    -2.220    -3.434    -1.406     0.322    -0.910    -0.261     6.974     0.967         1
         1        33     7.000     3.865     3.320    -1.025    -0.281     0.938    -0.201     6.643     0.575         2
         1        34     7.000     2.745    -2.754    -2.222    -0.288    -0.789    -0.544     6.980     0.977         2
         1        35     7.000     4.813    -2.359    -2.146    -0.183    -0.785    -0.592     6.139     0.076         2
         1        36     7.000     0.055     0.534    -0.727    -0.980     0.165    -0.108     6.994     0.992         2
