
% frame   0
% time 0.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1        37     7.000     0.921     1.630    -1.984    -0.731     0.471    -0.494     6.999     0.999         2
         1        38     7.000     2.535    -2.583     1.925    -0.240    -0.746     0.622     6.996     0.994         2
         1        39     7.000     0.063    -0.714     0.030    -0.972    -0.221     0.083     6.999     0.999         2
         1        40     7.000     4.741     1.506     2.528    -0.137     0.446     0.884     6.335     0.259         2
         1        41     7.000     0.130    -0.874     0.283    -0.953    -0.255     0.162     6.999     0.998         2
         1        42     7.000     5.450    -2.174     1.221    -0.062    -0.820     0.569     5.866    -0.127         2
         1        43     7.000     2.651     0.399    -3.595    -0.320     0.112    -0.941     6.978     0.972         2
         1        44     7.000     0.029    -0.109    -0.810    -0.987    -0.025    -0.160     6.999     0.999         2
         1        45     7.000     2.149     2.483     1.877    -0.340     0.712     0.615     6.994     0.993         2
         1        46     7.000     5.810    -0.516     1.982     0.040    -0.225     0.974     5.625    -0.308         2
         1        47     7.000     3.537     0.443     3.231    -0.207     0.130     0.970     6.875     0.850         2
         1        48     7.000     1.366    -1.767     1.926    -0.562    -0.529     0.636     6.994     0.994         2
         1        49     7.000     0.601    -0.498    -2.147    -0.819    -0.154    -0.553     6.999     0.999         2
         1        50     7.000     1.383    -2.563    -1.317    -0.567    -0.768    -0.298     6.996     0.996         2
         1        51     7.000     1.672    -1.364    -2.882    -0.482    -0.427    -0.765     6.995     0.992         2
         1        52     7.000     1.183     2.419    -1.326    -0.653     0.695    -0.300     6.999     0.998         2
         1        53     7.000     2.087    -2.877    -1.606    -0.368    -0.847    -0.383     6.998     0.998         2
         1        54     7.000     4.024     2.399    -2.588    -0.291     0.689    -0.664     6.528     0.466         2
         1        55     7.000     0.804     2.208     0.337    -0.757     0.623     0.194     6.997     0.997         2
         1        56     7.000     0.240    -1.313    -0.181    -0.923    -0.382     0.045     6.997     0.997         2
         1        57     7.000     3.362    -2.844    -2.178    -0.285    -0.798    -0.531     6.825     0.788         2
         1        58     7.000     2.776     3.404    -0.742    -0.262     0.957    -0.122     6.982     0.976         2
         1        59     7.000     1.921     2.804    -1.656    -0.425     0.810    -0.404     6.998     0.999         2
         1        60     7.000     1.541    -2.822    -0.879    -0.526    -0.830    -0.185     6.996     0.995         2
         1        61     7.000     3.743     3.063    -1.782    -0.285     0.870    -0.402     6.674     0.609         2
         1        62     7.000     2.023     2.007    -2.704    -0.402     0.587    -0.703     6.999     1.000         2
         1        63     7.000     2.997     2.384     2.308    -0.215     0.637     0.740     6.979     0.977         2
         1        64     7.000     3.276    -1.764     2.771    -0.219    -0.499     0.839     6.941     0.925         2
% end

% frame   5
% time 1.250
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.994     2.371    -2.312     0.134     0.823    -0.552     6.464     0.415         1
         1         2     7.000    -4.299    -0.401    -3.386     0.173    -0.007    -0.985     6.146     0.115         1
         1         3     7.000    -5.354     0.879     1.627    -0.153     0.499     0.853     5.918    -0.084         1
         1         4     7.000    -4.383     1.547     2.206    -0.005     0.569     0.822     6.502     0.448         1
         1         5     7.000    -3.326     0.851     2.947     0.099     0.314     0.944     6.888     0.867         1
         1         6     7.000    -2.906     3.122     0.713     0.123     0.932     0.340     6.962     0.958         1
         1         7     7.000    -2.207     1.622    -3.237     0.282     0.541    -0.792     6.983     0.980         1
         1         8     7.000    -1.156     2.764     0.196     0.424     0.883     0.202     6.983     0.981         1
         1         9     7.000    -2.312     2.210     2.107     0.107     0.682     0.723     6.990     0.987         1
         1        10     7.000    -5.534     1.487    -1.287    -0.148     0.889    -0.433     5.564    -0.332         1
         1        11     7.000    -2.509     1.589     2.633     0.057     0.534     0.844     6.993     0.991         1
         1        12     7.000    -3.975     0.317     2.889     0.062     0.195     0.979     6.669     0.623         1
         1        13     7.000    -2.913    -3.618     0.249     0.275    -0.939     0.208     6.824     0.789         1
         1        14     7.000    -1.070     2.095    -2.217     0.469     0.712    -0.522     6.987     0.986         1
         1        15     7.000    -2.153    -2.521    -2.836     0.371    -0.641    -0.672     6.947     0.937         1
         1        16     7.000    -2.689    -3.632    -0.869     0.297    -0.949    -0.110     6.860     0.831         1
         1        17     7.000    -2.744    -3.421    -1.623     0.313    -0.895    -0.318     6.816     0.774         1
         1        18     7.000    -0.520     1.539    -2.198     0.678     0.531    -0.509     6.996     0.995         1
         1        19     7.000     0.058    -1.227     1.180     0.817    -0.266     0.512     6.984     0.979         1
         1        20     7.000    -4.407    -2.987     0.846     0.097    -0.888     0.449     6.261     0.214         1
         1        21     7.000    -4.680     0.079     2.530    -0.019     0.148     0.989     6.327     0.284         1
         1        22     7.000     0.414     0.784    -0.737     0.936     0.347    -0.065     6.987     0.985         1
         1        23     7.000    -5.370     1.614     0.918    -0.146     0.824     0.548     5.881    -0.101         1
         1        24     7.000    -2.631    -1.093     3.030     0.117    -0.218     0.969     6.993     0.991         1
         1        25     7.000    -3.581    -1.355     2.853     0.103    -0.295     0.950     6.767     0.723         1
         1        26     7.000    -3.335    -1.600    -3.436     0.305    -0.357    -0.883     6.567     0.521         1
         1        27     7.000    -1.667     0.682    -3.487     0.333     0.289    -0.898     6.996     0.995         1
         1        28     7.000    -1.927    -1.355    -3.492     0.363    -0.318    -0.876     6.987     0.983         1
         1        29     7.000    -3.848     2.511     1.567     0.066     0.811     0.581     6.707     0.657         1
         1        30     7.000    -1.512    -2.701     1.663     0.337    -0.722     0.604     6.989     0.986         1
         1        31     7.000    -3.402    -1.563    -3.433     0.305    -0.380    -0.873     6.537     0.481         1
         1        32     7.000    -2.101    -3.422    -1.437     0.324    -0.906    -0.273     6.974     0.965         1
         1        33     7.000     3.863     3.319    -1.026    -0.265     0.941    -0.210     6.630     0.567         2
         1        34     7.000     2.656    -2.763    -2.193    -0.288    -0.784    -0.550     6.987     0.982         2
         1        35     7.000     4.766    -2.360    -2.132    -0.187    -0.788    -0.587     6.151     0.106         2
         1        36     7.000     0.009     0.576    -0.750    -0.981     0.160    -0.112     6.997     0.997         2
         1        37     7.000     0.898     1.655    -2.007    -0.725     0.473    -0.501     6.999     0.999         2
         1        38     7.000     2.415    -2.563     1.918    -0.249    -0.735     0.630     6.998     0.998         2
         1        39     7.000     0.008    -0.717     0.008    -0.969    -0.235     0.074     6.997     0.996         2
         1        40     7.000     4.729     1.533     2.504    -0.137     0.441     0.887     6.334     0.286         2
         1        41     7.000     0.069    -0.874     0.245    -0.955    -0.255     0.154     6.998     0.998         2
         1        42     7.000     5.406    -2.154     1.246    -0.055    -0.814     0.578     5.886    -0.109         2
         1        43     7.000     2.621     0.332    -3.608    -0.326     0.081    -0.942     6.975     0.969         2
         1        44     7.000    -0.028    -0.074    -0.812    -0.990    -0.029    -0.140     6.998     0.998         2
         1        45     7.000     2.111     2.499     1.874    -0.326     0.726     0.605     6.995     0.994         2
         1        46     7.000     5.736    -0.526     1.993     0.026    -0.252     0.967     5.670    -0.265         2
         1        47     7.000     3.416     0.464     3.228    -0.216     0.119     0.969     6.897     0.877         2
         1        48     7.000     1.347    -1.800     1.929    -0.549    -0.521     0.653     6.995     0.996         2
         1        49     7.000     0.529    -0.455    -2.130    -0.831    -0.134    -0.540     7.000     1.000         2
         1        50     7.000     1.341    -2.565    -1.328    -0.559    -0.772    -0.302     6.995     0.994         2
         1        51     7.000     1.595    -1.357    -2.867    -0.507    -0.424    -0.750     6.995     0.994         2
         1        52     7.000     1.143     2.425    -1.349    -0.650     0.701    -0.293     6.998     0.998         2
         1        53     7.000     1.997    -2.846    -1.635    -0.375    -0.851    -0.368     6.995     0.996         2
         1        54     7.000     3.977     2.371    -2.614    -0.291     0.678    -0.675     6.533     0.466         2
         1        55     7.000     0.740     2.200     0.330    -0.760     0.617     0.204     6.997     0.998         2
         1        56     7.000     0.180    -1.298    -0.170    -0.930    -0.366     0.027     6.999     0.998         2
         1        57     7.000     3.300    -2.842    -2.175    -0.284    -0.800    -0.528     6.834     0.796         2
         1        58     7.000     2.711     3.409    -0.717    -0.264     0.957    -0.121     6.987     0.984         2
         1        59     7.000     1.871     2.819    -1.637    -0.419     0.812    -0.406     6.996     0.995         2
         1        60     7.000     1.504    -2.835    -0.860    -0.514    -0.841    -0.172     6.997     0.997         2
         1        61     7.000     3.702     3.099    -1.714    -0.279     0.882    -0.381     6.683     0.621         2
         1        62     7.000     1.976     2.000    -2.718    -0.399     0.590    -0.702     6.998     0.997         2
         1        63     7.000     2.949     2.386     2.312    -0.202     0.634     0.746     6.980     0.974         2
         1        64     7.000     3.153    -1.723     2.789    -0.226    -0.490     0.842     6.954     0.941         2
% end

% frame   6
% time 1.500
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.921     2.414    -2.240     0.120     0.829    -0.546     6.474     0.416         1
         1         2     7.000    -4.236    -0.418    -3.370     0.142    -0.010    -0.990     6.154     0.112         1
         1         3     7.000    -5.207     0.932     1.642    -0.164     0.514     0.842     5.973    -0.057         1
         1         4     7.000    -4.220     1.579     2.215     0.004     0.587     0.809     6.543     0.481         1
         1         5     7.000    -3.219     0.768     2.980     0.079     0.294     0.952     6.895     0.866         1
         1         6     7.000    -2.823     3.147     0.677     0.112     0.946     0.304     6.963     0.958         1
         1         7     7.000    -2.128     1.638    -3.235     0.277     0.562    -0.779     6.979     0.979         1
         1         8     7.000    -1.033     2.778     0.142     0.436     0.886     0.158     6.985     0.983         1
         1         9     7.000    -2.227     2.234     2.104     0.086     0.694     0.715     6.986     0.981         1
         1        10     7.000    -5.455     1.471    -1.250    -0.183     0.875    -0.449     5.592    -0.319         1
         1        11     7.000    -2.444     1.594     2.645     0.038     0.521     0.853     6.991     0.988         1
         1        12     7.000    -3.901     0.336     2.883     0.048     0.175     0.983     6.664     0.625         1
         1        13     7.000    -2.797    -3.619     0.229     0.252    -0.949     0.190     6.839     0.800         1
         1        14     7.000    -0.984     2.094    -2.253     0.494     0.684    -0.537     6.996     0.994         1
         1        15     7.000    -2.076    -2.505    -2.849     0.354    -0.636    -0.685     6.948     0.939         1
         1        16     7.000    -2.580    -3.630    -0.819     0.289    -0.953    -0.087     6.869     0.846         1
         1        17     7.000    -2.670    -3.410    -1.630     0.306    -0.897    -0.318     6.817     0.792         1
         1        18     7.000    -0.467     1.632    -2.188     0.654     0.552    -0.517     6.998     0.998         1
         1        19     7.000     0.203    -1.203     1.134     0.820    -0.283     0.497     6.982     0.977         1
         1        20     7.000    -4.264    -2.985     0.878     0.090    -0.892     0.443     6.307     0.253         1
         1        21     7.000    -4.535     0.139     2.552    -0.024     0.163     0.986     6.368     0.309         1
         1        22     7.000     0.510     0.842    -0.747     0.940     0.331    -0.081     6.995     0.993         1
         1        23     7.000    -5.262     1.622     0.929    -0.169     0.814     0.555     5.935    -0.077         1
         1        24     7.000    -2.580    -1.126     3.030     0.096    -0.251     0.963     6.994     0.994         1
         1        25     7.000    -3.476    -1.356     2.856     0.094    -0.256     0.962     6.776     0.743         1
         1        26     7.000    -3.234    -1.618    -3.420     0.287    -0.381    -0.879     6.579     0.529         1
         1        27     7.000    -1.588     0.640    -3.511     0.337     0.268    -0.903     6.996     0.997         1
         1        28     7.000    -1.850    -1.332    -3.502     0.353    -0.331    -0.875     6.985     0.984         1
         1        29     7.000    -3.692     2.544     1.554     0.078     0.816     0.573     6.736     0.686         1
         1        30     7.000    -1.374    -2.687     1.654     0.335    -0.720     0.608     6.987     0.985         1
         1        31     7.000    -3.313    -1.574    -3.420     0.285    -0.395    -0.873     6.548     0.495         1
         1        32     7.000    -2.009    -3.409    -1.456     0.310    -0.907    -0.285     6.978     0.975         1
         1        33     7.000     3.826     3.324    -1.036    -0.255     0.948    -0.190     6.631     0.566         2
         1        34     7.000     2.611    -2.782    -2.168    -0.293    -0.805    -0.515     6.985     0.983         2
         1        35     7.000     4.747    -2.387    -2.092    -0.176    -0.796    -0.579     6.150     0.096         2
         1        36     7.000    -0.032     0.583    -0.787    -0.976     0.178    -0.129     6.997     0.996         2
         1        37     7.000     0.866     1.656    -2.038    -0.715     0.462    -0.525     7.000     0.999         2
         1        38     7.000     2.405    -2.570     1.908    -0.252    -0.739     0.624     6.998     0.997         2
         1        39     7.000    -0.036    -0.712    -0.001    -0.964    -0.251     0.093     6.995     0.994         2
         1        40     7.000     4.645     1.547     2.507    -0.127     0.445     0.886     6.363     0.293         2
         1        41     7.000     0.032    -0.884     0.255    -0.949    -0.281     0.146     6.998     0.997         2
         1        42     7.000     5.376    -2.158     1.225    -0.040    -0.817     0.575     5.899    -0.101         2
         1        43     7.000     2.575     0.342    -3.614    -0.324     0.061    -0.944     6.976     0.972         2
         1        44     7.000    -0.064    -0.101    -0.852    -0.987    -0.028    -0.158     6.998     0.997         2
         1        45     7.000     2.108     2.496     1.896    -0.328     0.715     0.617     6.996     0.992         2
         1        46     7.000     5.690    -0.535     1.990     0.034    -0.248     0.968     5.694    -0.266         2
         1        47     7.000     3.379     0.480     3.220    -0.206     0.128     0.970     6.900     0.880         2
         1        48     7.000     1.253    -1.785     1.882    -0.572    -0.525     0.630     6.995     0.995         2
         1        49     7.000     0.497    -0.453    -2.159    -0.829    -0.129    -0.545     7.000     1.000         2
         1        50     7.000     1.283    -2.559    -1.314    -0.570    -0.769    -0.290     6.996     0.994         2
         1        51     7.000     1.554    -1.347    -2.882    -0.516    -0.422    -0.746     6.997     0.996         2
         1        52     7.000     1.117     2.441    -1.369    -0.660     0.689    -0.300     6.998     0.999         2
         1        53     7.000     1.945    -2.841    -1.640    -0.383    -0.834    -0.397     6.998     0.997         2
         1        54     7.000     3.989     2.334    -2.658    -0.258     0.673    -0.693     6.518     0.446         2
         1        55     7.000     0.700     2.214     0.295    -0.757     0.630     0.176     6.998     0.997         2
         1        56     7.000     0.144    -1.311    -0.251    -0.917    -0.398     0.001     6.999     0.999         2
         1        57     7.000     3.226    -2.833    -2.185    -0.303    -0.778    -0.550     6.840     0.808         2
         1        58     7.000     2.634     3.411    -0.674    -0.286     0.952    -0.112     6.990     0.989         2
         1        59     7.000     1.863     2.855    -1.620    -0.414     0.821    -0.393     6.999     1.000         2
         1        60     7.000     1.399    -2.799    -0.825    -0.537    -0.832    -0.139     6.995     0.994         2
         1        61     7.000     3.706     3.085    -1.759    -0.255     0.882    -0.396     6.665     0.595         2
         1        62     7.000     1.949     2.027    -2.716    -0.384     0.604    -0.698     6.996     0.996         2
         1        63     7.000     2.877     2.367     2.317    -0.219     0.628     0.747     6.985     0.982         2
         1        64     7.000     3.171    -1.738     2.779    -0.203    -0.487     0.849     6.952     0.942         2
% end

% frame   7
% time 1.750
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.789     2.414    -2.255     0.119     0.838    -0.533     6.494     0.445         1
         1         2     7.000    -4.127    -0.415    -3.374     0.137     0.005    -0.991     6.161     0.120         1
         1         3     7.000    -5.115     0.869     1.646    -0.174     0.507     0.844     6.023     0.001         1
         1         4     7.000    -4.133     1.502     2.251    -0.020     0.538     0.843     6.569     0.510         1
         1         5     7.000    -3.077     0.767     2.972     0.085     0.282     0.956     6.922     0.906         1
         1         6     7.000    -2.696     3.147     0.681     0.095     0.943     0.320     6.973     0.967         1
         1         7     7.000    -2.026     1.631    -3.257     0.258     0.553    -0.792     6.977     0.973         1
         1         8     7.000    -0.956     2.813     0.087     0.443     0.883     0.151     6.990     0.987         1
         1         9     7.000    -2.091     2.242     2.085     0.078     0.693     0.717     6.981     0.975         1
         1        10     7.000    -5.382     1.450    -1.204    -0.198     0.886    -0.419     5.614    -0.284         1
         1        11     7.000    -2.331     1.591     2.637     0.033     0.520     0.853     6.990     0.987         1
         1        12     7.000    -3.757     0.310     2.892     0.021     0.177     0.984     6.708     0.655         1
         1        13     7.000    -2.710    -3.611     0.249     0.247    -0.949     0.198     6.843     0.813         1
         1        14     7.000    -0.873     2.108    -2.259     0.472     0.694    -0.543     6.992     0.991         1
         1        15     7.000    -2.012    -2.537    -2.846     0.342    -0.653    -0.676     6.941     0.930         1
         1        16     7.000    -2.481    -3.634    -0.811     0.282    -0.953    -0.108     6.866     0.840         1
         1        17     7.000    -2.532    -3.420    -1.608     0.303    -0.897    -0.323     6.828     0.791         1
         1        18     7.000    -0.363     1.605    -2.249     0.661     0.546    -0.514     6.997     0.996         1
         1        19     7.000     0.311    -1.241     1.118     0.813    -0.296     0.501     6.984     0.983         1
         1        20     7.000    -4.163    -2.968     0.892     0.073    -0.884     0.461     6.333     0.277         1
         1        21     7.000    -4.401     0.151     2.553    -0.038     0.157     0.987     6.423     0.351         1
         1        22     7.000     0.635     0.800    -0.819     0.944     0.316    -0.097     6.993     0.991         1
         1        23     7.000    -5.190     1.555     0.957    -0.197     0.812     0.549     5.954    -0.053         1
         1        24     7.000    -2.461    -1.121     3.019     0.094    -0.236     0.967     6.996     0.997         1
         1        25     7.000    -3.360    -1.266     2.880     0.070    -0.263     0.962     6.802     0.760         1
         1        26     7.000    -3.109    -1.618    -3.427     0.303    -0.393    -0.868     6.595     0.541         1
         1        27     7.000    -1.457     0.653    -3.514     0.335     0.241    -0.911     6.998     0.998         1
         1        28     7.000    -1.796    -1.349    -3.527     0.323    -0.339    -0.884     6.981     0.977         1
         1        29     7.000    -3.644     2.538     1.534     0.045     0.827     0.560     6.743     0.696         1
         1        30     7.000    -1.240    -2.654     1.677     0.358    -0.706     0.611     6.992     0.989         1
         1        31     7.000    -3.252    -1.537    -3.444     0.257    -0.366    -0.894     6.530     0.472         1
         1        32     7.000    -1.936    -3.422    -1.459     0.302    -0.908    -0.291     6.974     0.969         1
         1        33     7.000     3.800     3.343    -0.999    -0.246     0.946    -0.211     6.625     0.571         2
         1        34     7.000     2.626    -2.766    -2.193    -0.283    -0.811    -0.512     6.979     0.977         2
         1        35     7.000     4.737    -2.340    -2.096    -0.165    -0.798    -0.579     6.151     0.110         2
         1        36     7.000    -0.071     0.604    -0.831    -0.972     0.197    -0.124     6.993     0.994         2
         1        37     7.000     0.816     1.638    -2.051    -0.720     0.471    -0.510     6.998     0.998         2
         1        38     7.000     2.326    -2.562     1.907    -0.243    -0.741     0.626     6.997     0.997         2
         1        39     7.000    -0.097    -0.688    -0.049    -0.973    -0.223     0.063     6.999     0.999         2
         1        40     7.000     4.606     1.506     2.550    -0.118     0.450     0.885     6.375     0.306         2
         1        41     7.000    -0.028    -0.891     0.186    -0.953    -0.267     0.141     6.997     0.996         2
         1        42     7.000     5.343    -2.126     1.250    -0.028    -0.823     0.568     5.902    -0.096         2
         1        43     7.000     2.581     0.384    -3.614    -0.311     0.078    -0.947     6.969     0.964         2
         1        44     7.000    -0.102    -0.098    -0.909    -0.985    -0.041    -0.167     6.999     0.999         2
         1        45     7.000     2.007     2.464     1.919    -0.307     0.718     0.625     6.987     0.984         2
         1        46     7.000     5.661    -0.566     1.978     0.054    -0.305     0.951     5.700    -0.256         2
         1        47     7.000     3.326     0.475     3.236    -0.197     0.133     0.971     6.908     0.886         2
         1        48     7.000     1.215    -1.789     1.895    -0.576    -0.512     0.637     6.996     0.996         2
         1        49     7.000     0.470    -0.483    -2.177    -0.825    -0.151    -0.545     6.999     0.999         2
         1        50     7.000     1.264    -2.572    -1.321    -0.566    -0.772    -0.287     6.995     0.995         2
         1        51     7.000     1.504    -1.324    -2.880    -0.534    -0.389    -0.751     6.999     1.000         2
         1        52     7.000     1.044     2.427    -1.366    -0.634     0.705    -0.319     6.998     0.998         2
         1        53     7.000     1.971    -2.829    -1.712    -0.350    -0.837    -0.421     6.997     0.998         2
         1        54     7.000     3.929     2.399    -2.585    -0.274     0.689    -0.671     6.524     0.462         2
         1        55     7.000     0.661     2.255     0.226    -0.756     0.642     0.132     6.999     0.998         2
         1        56     7.000     0.114    -1.357    -0.334    -0.915    -0.402    -0.031     7.000     1.000         2
         1        57     7.000     3.219    -2.830    -2.171    -0.280    -0.785    -0.553     6.837     0.793         2
         1        58     7.000     2.600     3.412    -0.753    -0.264     0.955    -0.134     6.989     0.985         2
         1        59     7.000     1.837     2.860    -1.644    -0.393     0.822    -0.412     6.997     0.997         2
         1        60     7.000     1.431    -2.832    -0.883    -0.524    -0.841    -0.137     6.995     0.996         2
         1        61     7.000     3.633     3.128    -1.679    -0.257     0.889    -0.380     6.678     0.609         2
         1        62     7.000     1.910     1.996    -2.747    -0.385     0.582    -0.717     6.998     0.998         2
         1        63     7.000     2.779     2.395     2.301    -0.207     0.633     0.746     6.991     0.989         2
         1        64     7.000     3.145    -1.731     2.790    -0.173    -0.484     0.858     6.947     0.933         2
% end

% frame   8
% time 2.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.637     2.423    -2.264     0.123     0.815    -0.566     6.525     0.468         1
         1         2     7.000    -4.002    -0.376    -3.376     0.127    -0.018    -0.992     6.204     0.148         1
         1         3     7.000    -4.998     0.940     1.617    -0.190     0.523     0.831     6.067     0.037         1
         1         4     7.000    -4.040     1.494     2.257    -0.044     0.525     0.850     6.579     0.522         1
         1         5     7.000    -3.009     0.848     2.953     0.055     0.272     0.961     6.919     0.904         1
         1         6     7.000    -2.579     3.143     0.732     0.076     0.937     0.340     6.979     0.976         1
         1         7     7.000    -1.878     1.669    -3.229     0.252     0.555    -0.793     6.987     0.983         1
         1         8     7.000    -0.789     2.796     0.099     0.414     0.897     0.156     6.979     0.974         1
         1         9     7.000    -1.966     2.246     2.094     0.061     0.687     0.724     6.974     0.968         1
         1        10     7.000    -5.251     1.500    -1.161    -0.227     0.891    -0.392     5.687    -0.253         1
         1        11     7.000    -2.201     1.567     2.659     0.023     0.504     0.864     6.985     0.981         1
         1        12     7.000    -3.654     0.368     2.880     0.011     0.190     0.982     6.727     0.686         1
         1        13     7.000    -2.602    -3.611     0.190     0.232    -0.957     0.175     6.852     0.828         1
         1        14     7.000    -0.747     2.094    -2.283     0.471     0.692    -0.547     6.992     0.991         1
         1        15     7.000    -1.901    -2.478    -2.892     0.332    -0.622    -0.710     6.943     0.932         1
         1        16     7.000    -2.353    -3.609    -0.892     0.284    -0.951    -0.122     6.880     0.859         1
         1        17     7.000    -2.446    -3.423    -1.582     0.269    -0.911    -0.311     6.836     0.794         1
         1        18     7.000    -0.220     1.578    -2.261     0.649     0.535    -0.540     6.994     0.992         1
         1        19     7.000     0.449    -1.229     1.103     0.825    -0.282     0.490     6.986     0.985         1
         1        20     7.000    -4.089    -2.940     0.885     0.046    -0.874     0.484     6.344     0.284         1
         1        21     7.000    -4.368     0.129     2.519    -0.071     0.139     0.988     6.418     0.376         1
         1        22     7.000     0.765     0.811    -0.784     0.940     0.328    -0.093     6.994     0.992         1
         1        23     7.000    -5.123     1.532     0.936    -0.226     0.791     0.568     5.980    -0.015         1
         1        24     7.000    -2.351    -1.087     3.030     0.071    -0.229     0.971     6.998     0.998         1
         1        25     7.000    -3.228    -1.334     2.852     0.082    -0.287     0.954     6.821     0.787         1
         1        26     7.000    -3.081    -1.635    -3.410     0.253    -0.415    -0.874     6.572     0.522         1
         1        27     7.000    -1.382     0.661    -3.529     0.291     0.269    -0.918     6.996     0.995         1
         1        28     7.000    -1.636    -1.316    -3.520     0.331    -0.336    -0.882     6.984     0.980         1
         1        29     7.000    -3.550     2.565     1.510     0.020     0.831     0.556     6.756     0.719         1
         1        30     7.000    -1.193    -2.666     1.704     0.339    -0.697     0.632     6.991     0.990         1
         1        31     7.000    -3.122    -1.528    -3.435     0.267    -0.363    -0.893     6.555     0.505         1
         1        32     7.000    -1.860    -3.398    -1.526     0.292    -0.906    -0.307     6.972     0.970         1
         1        33     7.000     3.746     3.332    -1.013    -0.242     0.948    -0.209     6.638     0.575         2
         1        34     7.000     2.581    -2.791    -2.170    -0.275    -0.816    -0.509     6.980     0.976         2
         1        35     7.000     4.698    -2.376    -2.046    -0.162    -0.805    -0.571     6.153     0.108         2
         1        36     7.000    -0.120     0.593    -0.850    -0.971     0.171    -0.168     6.999     0.999         2
         1        37     7.000     0.754     1.665    -2.014    -0.727     0.459    -0.511     6.999     0.999         2
         1        38     7.000     2.270    -2.569     1.895    -0.270    -0.746     0.609     6.999     0.998         2
         1        39     7.000    -0.140    -0.724    -0.128    -0.969    -0.240     0.057     6.997     0.997         2
         1        40     7.000     4.546     1.585     2.506    -0.117     0.475     0.872     6.390     0.327         2
         1        41     7.000    -0.074    -0.925     0.135    -0.949    -0.283     0.138     6.996     0.995         2
         1        42     7.000     5.288    -2.120     1.275    -0.010    -0.819     0.574     5.928    -0.090         2
         1        43     7.000     2.558     0.329    -3.631    -0.315     0.086    -0.945     6.965     0.959         2
         1        44     7.000    -0.153    -0.135    -0.910    -0.982    -0.039    -0.186     6.998     0.998         2
         1        45     7.000     1.980     2.500     1.878    -0.295     0.710     0.640     6.987     0.984         2
         1        46     7.000     5.593    -0.555     2.003     0.058    -0.270     0.961     5.740    -0.231         2
         1        47     7.000     3.255     0.455     3.231    -0.190     0.147     0.971     6.918     0.898         2
         1        48     7.000     1.125    -1.794     1.849    -0.576    -0.544     0.610     6.996     0.998         2
         1        49     7.000     0.442    -0.484    -2.214    -0.822    -0.158    -0.547     6.997     0.998         2
         1        50     7.000     1.248    -2.577    -1.381    -0.554    -0.768    -0.321     6.997     0.997         2
         1        51     7.000     1.417    -1.288    -2.883    -0.548    -0.376    -0.748     6.999     1.000         2
         1        52     7.000     1.053     2.442    -1.440    -0.605     0.726    -0.327     6.992     0.991         2
         1        53     7.000     1.888    -2.842    -1.666    -0.380    -0.834    -0.401     6.999     0.999         2
         1        54     7.000     3.924     2.404    -2.578    -0.264     0.703    -0.661     6.517     0.464         2
         1        55     7.000     0.585     2.221     0.220    -0.760     0.632     0.155     6.998     0.997         2
         1        56     7.000     0.067    -1.365    -0.320    -0.911    -0.413    -0.024     6.999     0.999         2
         1        57     7.000     3.169    -2.813    -2.203    -0.288    -0.769    -0.570     6.838     0.798         2
         1        58     7.000     2.574     3.412    -0.772    -0.264     0.952    -0.153     6.987     0.986         2
         1        59     7.000     1.783     2.837    -1.679    -0.390     0.819    -0.421     6.997     0.997         2
         1        60     7.000     1.343    -2.803    -0.924    -0.511    -0.842    -0.172     6.992     0.992         2
         1        61     7.000     3.580     3.108    -1.707    -0.275     0.883    -0.380     6.679     0.624         2
         1        62     7.000     1.851     1.960    -2.770    -0.389     0.561    -0.731     6.999     0.999         2
         1        63     7.000     2.727     2.443     2.246    -0.196     0.677     0.710     6.994     0.991         2
         1        64     7.000     3.060    -1.723     2.789    -0.185    -0.489     0.853     6.960     0.946         2
% end

% frame   9
% time 2.250
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -3.602     2.418    -2.248     0.077     0.836    -0.544     6.520     0.456         1
         1         2     7.000    -3.929    -0.412    -3.353     0.118    -0.002    -0.993     6.204     0.173         1
         1         3     7.000    -4.955     0.903     1.582    -0.233     0.499     0.835     6.083     0.055         1
         1         4     7.000    -3.956     1.524     2.230    -0.047     0.556     0.830     6.601     0.555         1
         1         5     7.000    -2.903     0.849     2.957     0.040     0.309     0.950     6.933     0.918         1
         1         6     7.000    -2.521     3.153     0.713     0.062     0.933     0.354     6.975     0.971         1
         1         7     7.000    -1.775     1.626    -3.258     0.273     0.530    -0.803     6.984     0.981         1
         1         8     7.000    -0.706     2.821     0.091     0.427     0.891     0.155     6.984     0.980         1
