ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       54    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.003    0.003    0.003    0.003 {pandas._libs.algos.take_2d_axis1_float64_float64}
       35    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:914(get_data)
     2203    0.003    0.000    0.009    0.000 xmlwriter.py:112(_xml_si_element)
    20292    0.003    0.000    0.003    0.000 {pandas._libs.missing.isposinf_scalar}
        1    0.003    0.003    0.003    0.003 {pandas._libs.lib.astype_str}
     6609    0.003    0.000    0.011    0.000 re.py:180(search)
      239    0.003    0.000    0.003    0.000 {built-in method numpy.empty}
       52    0.002    0.000    0.003    0.000 cast.py:1239(construct_1d_object_array_from_listlike)
       35    0.002    0.000    0.002    0.000 {method 'read' of '_io.FileIO' objects}
     7080    0.002    0.000    0.003    0.000 generic.py:7(_check)
    20292    0.002    0.000    0.002    0.000 {pandas._libs.missing.isneginf_scalar}
        2    0.002    0.001    1.271    0.635 generic.py:2215(to_excel)
        9    0.002    0.000    0.002    0.000 ops.py:602(_aggregate)
        1    0.002    0.002    1.417    1.417 students.py:11(compute_student_per_teacher_stats)
        9    0.002    0.000    0.002    0.000 numeric.py:207(__contains__)
      224    0.002    0.000    0.002    0.000 {built-in method zlib.crc32}
       28    0.002    0.000    0.002    0.000 {method 'argsort' of 'numpy.ndarray' objects}
    14677    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
     1371    0.002    0.000    0.003    0.000 common.py:1886(_is_dtype_type)
    87/65    0.001    0.000    0.008    0.000 base.py:277(__new__)
        1    0.001    0.001    0.001    0.001 {pandas._libs.ops.scalar_compare}
     6774    0.001    0.000    0.002    0.000 format.py:920(_get_xf_index)
     2203    0.001    0.000    0.001    0.000 re.py:307(_subx)
    13591    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_bool}
      255    0.001    0.000    0.003    0.000 generic.py:5181(__setattr__)
  636/605    0.001    0.000    0.002    0.000 {built-in method numpy.array}
     2855    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
     1507    0.001    0.000    0.005    0.000 base.py:231(is_dtype)
     1029    0.001    0.000    0.002    0.000 dtypes.py:83(find)
       21    0.001    0.000    0.001    0.000 {built-in method nt.close}
  155/152    0.001    0.000    0.017    0.000 series.py:197(__init__)
       20    0.001    0.000    0.057    0.003 zipfile.py:1718(write)
      181    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      989    0.001    0.000    0.003    0.000 common.py:1743(is_extension_array_dtype)
      394    0.001    0.000    0.002    0.000 _dtype.py:333(_name_get)
 1011/981    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        2    0.001    0.000    0.044    0.022 sharedstrings.py:80(_write_sst_strings)
       48    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
      224    0.001    0.000    0.044    0.000 zipfile.py:1122(write)
       64    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedRandom' objects}
       20    0.001    0.000    0.001    0.000 {method 'flush' of 'zlib.Compress' objects}
       27    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_int64_int64}
     2233    0.001    0.000    0.001    0.000 xmlwriter.py:196(_escape_data)
       68    0.001    0.000    0.019    0.000 algorithms.py:1608(take_nd)
      946    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        2    0.001    0.000    0.001    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
       26    0.001    0.000    0.001    0.000 {pandas._libs.lib.map_infer}
     4436    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
       34    0.001    0.000    0.001    0.000 {pandas._libs.lib.maybe_convert_objects}
      712    0.001    0.000    0.001    0.000 common.py:2020(pandas_dtype)
        3    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
      647    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
       32    0.001    0.000    0.002    0.000 managers.py:216(_rebuild_blknos_and_blklocs)
      201    0.001    0.000    0.001    0.000 blocks.py:120(__init__)
      201    0.001    0.000    0.005    0.000 blocks.py:3258(make_block)
       51    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      153    0.001    0.000    0.004    0.000 managers.py:1470(__init__)
       23    0.001    0.000    0.001    0.000 {method 'take' of 'numpy.ndarray' objects}
       70    0.001    0.000    0.008    0.000 construction.py:630(sanitize_array)
      368    0.001    0.000    0.001    0.000 {method 'write' of '_io.BufferedRandom' objects}
        6    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
      248    0.000    0.000    0.001    0.000 common.py:255(is_sparse)
      100    0.000    0.000    0.003    0.000 blocks.py:3212(get_block_type)
  897/885    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
       13    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.497    0.249 workbook.py:625(_store_workbook)
      345    0.000    0.000    0.001    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 sorting.py:22(get_group_index)
      254    0.000    0.000    0.001    0.000 config.py:83(_get_single_key)
      127    0.000    0.000    0.001    0.000 base.py:569(_simple_new)
      172    0.000    0.000    0.001    0.000 format.py:1165(base_formatter)
       68    0.000    0.000    0.001    0.000 algorithms.py:1481(_get_take_nd_function)
      946    0.000    0.000    0.001    0.000 abc.py:137(__instancecheck__)
     2082    0.000    0.000    0.001    0.000 format.py:347(len)
        2    0.000    0.000    0.000    0.000 sorting.py:135(decons_group_index)
      605    0.000    0.000    0.002    0.000 common.py:539(is_datetime64tz_dtype)
       62    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       36    0.000    0.000    0.004    0.000 indexing.py:901(_getitem_lowerdim)
      331    0.000    0.000    0.000    0.000 common.py:219(<lambda>)
      242    0.000    0.000    0.001    0.000 printing.py:153(pprint_thing)
       35    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:793(get_code)
       37    0.000    0.000    0.009    0.000 managers.py:353(apply)
       14    0.000    0.000    0.003    0.000 format.py:1195(get_result_as_array)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      182    0.000    0.000    0.000    0.000 generic.py:162(__init__)
       41    0.000    0.000    0.001    0.000 cast.py:298(maybe_promote)
      208    0.000    0.000    0.000    0.000 blocks.py:243(mgr_locs)
      108    0.000    0.000    0.001    0.000 xmlwriter.py:74(_xml_empty_tag)
      263    0.000    0.000    0.001    0.000 common.py:508(is_datetime64_dtype)
     37/3    0.000    0.000    0.026    0.009 <frozen importlib._bootstrap>:978(_find_and_load)
      116    0.000    0.000    0.001    0.000 _ufunc_config.py:39(seterr)
       41    0.000    0.000    0.001    0.000 ntpath.py:450(normpath)
      155    0.000    0.000    0.001    0.000 series.py:419(_set_axis)
      242    0.000    0.000    0.000    0.000 printing.py:188(as_escaped_unicode)
       41    0.000    0.000    0.002    0.000 missing.py:219(_isna_ndarraylike)
       20    0.000    0.000    0.048    0.002 shutil.py:76(copyfileobj)
       14    0.000    0.000    0.002    0.000 format.py:1210(format_values_with)
      269    0.000    0.000    0.001    0.000 dtypes.py:1092(is_dtype)
        1    0.000    0.000    0.000    0.000 worksheet.py:150(Worksheet)
       58    0.000    0.000    0.001    0.000 cast.py:986(maybe_cast_to_datetime)
        9    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      366    0.000    0.000    0.001    0.000 base.py:180(construct_from_string)
      103    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
     41/2    0.000    0.000    0.024    0.012 {built-in method builtins.exec}
      277    0.000    0.000    0.001    0.000 dtypes.py:912(is_dtype)
       88    0.000    0.000    0.000    0.000 base.py:4228(__contains__)
     1040    0.000    0.000    0.000    0.000 common.py:211(<lambda>)
       44    0.000    0.000    0.001    0.000 managers.py:971(iget)
      306    0.000    0.000    0.001    0.000 common.py:225(is_object_dtype)
       20    0.000    0.000    0.002    0.000 zipfile.py:1134(close)
      394    0.000    0.000    0.001    0.000 _dtype.py:319(_name_includes_bit_suffix)
        9    0.000    0.000    0.022    0.002 ops.py:453(_cython_operation)
       20    0.000    0.000    0.002    0.000 zipfile.py:506(from_file)
      237    0.000    0.000    0.000    0.000 series.py:456(name)
        9    0.000    0.000    0.003    0.000 format.py:1067(_format_strings)
      201    0.000    0.000    0.000    0.000 generic.py:5162(__getattr__)
       40    0.000    0.000    0.000    0.000 zipfile.py:404(FileHeader)
       86    0.000    0.000    0.001    0.000 common.py:240(asarray_tuplesafe)
      434    0.000    0.000    0.002    0.000 common.py:678(is_categorical_dtype)
      254    0.000    0.000    0.000    0.000 config.py:553(_get_root)
      113    0.000    0.000    0.001    0.000 base.py:4262(__getitem__)
       36    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:882(_find_spec)
       51    0.000    0.000    0.002    0.000 base.py:1185(__iter__)
        6    0.000    0.000    0.018    0.003 format.py:581(_to_str_columns)
       20    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
       70    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
        8    0.000    0.000    0.036    0.005 {built-in method builtins.print}
      267    0.000    0.000    0.005    0.000 base.py:5707(ensure_index)
     1040    0.000    0.000    0.000    0.000 common.py:209(classes)
      214    0.000    0.000    0.000    0.000 frozen.py:78(__getitem__)
      696    0.000    0.000    0.000    0.000 format.py:1572(just)
      254    0.000    0.000    0.002    0.000 config.py:101(_get_option)
      116    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
       17    0.000    0.000    0.005    0.000 series.py:3917(apply)
       20    0.000    0.000    0.006    0.000 tempfile.py:247(_mkstemp_inner)
      331    0.000    0.000    0.001    0.000 common.py:1850(_get_dtype)
      134    0.000    0.000    0.001    0.000 format.py:1084(_format)
      152    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       13    0.000    0.000    0.001    0.000 printing.py:12(adjoin)
       52    0.000    0.000    0.002    0.000 format.py:1555(_make_fixed_width)
      249    0.000    0.000    0.001    0.000 common.py:577(is_timedelta64_dtype)
       44    0.000    0.000    0.001    0.000 cast.py:866(maybe_castable)
      508    0.000    0.000    0.000    0.000 config.py:568(_get_deprecated_option)
       11    0.000    0.000    0.016    0.001 algorithms.py:610(factorize)
      145    0.000    0.000    0.002    0.000 common.py:1619(is_bool_dtype)
    17/11    0.000    0.000    0.001    0.000 sre_parse.py:469(_parse)
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
      618    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'writelines' of '_io._IOBase' objects}
       24    0.000    0.000    0.009    0.000 format.py:959(format_array)
      149    0.000    0.000    0.001    0.000 numerictypes.py:365(issubdtype)
       12    0.000    0.000    0.004    0.000 managers.py:1274(_slice_take_blocks_ax0)
      121    0.000    0.000    0.001    0.000 common.py:99(is_bool_indexer)
       22    0.000    0.000    0.012    0.001 format.py:807(_format_col)
      646    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
      342    0.000    0.000    0.001    0.000 common.py:642(is_interval_dtype)
        7    0.000    0.000    0.004    0.001 managers.py:1158(insert)
      748    0.000    0.000    0.000    0.000 format.py:1563(<genexpr>)
      298    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        6    0.000    0.000    0.000    0.000 __init__.py:316(namedtuple)
       30    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       76    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       58    0.000    0.000    0.001    0.000 base.py:634(_shallow_copy)
      451    0.000    0.000    0.000    0.000 base.py:723(__len__)
       54    0.000    0.000    0.001    0.000 cast.py:880(maybe_infer_to_datetimelike)
       24    0.000    0.000    0.001    0.000 base.py:1803(is_unique)
      178    0.000    0.000    0.000    0.000 generic.py:413(_get_axis_name)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
       23    0.000    0.000    0.002    0.000 series.py:4054(_reduce)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
  399/380    0.000    0.000    0.001    0.000 _asarray.py:16(asarray)
       20    0.000    0.000    0.036    0.002 frame.py:2964(__getitem__)
      248    0.000    0.000    0.000    0.000 inference.py:423(is_sequence)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       28    0.000    0.000    0.003    0.000 managers.py:126(__init__)
        5    0.000    0.000    0.000    0.000 indexers.py:161(maybe_convert_indices)
       72    0.000    0.000    0.000    0.000 xmlwriter.py:53(_xml_start_tag)
      277    0.000    0.000    0.001    0.000 common.py:608(is_period_dtype)
       12    0.000    0.000    0.002    0.000 multi.py:3112(equals)
      106    0.000    0.000    0.001    0.000 managers.py:167(shape)
       92    0.000    0.000    0.001    0.000 blocks.py:2788(__init__)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        7    0.000    0.000    0.000    0.000 {built-in method nt.get_terminal_size}
       26    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
       47    0.000    0.000    0.005    0.000 construction.py:759(_try_cast)
        3    0.000    0.000    0.035    0.012 format.py:671(to_string)
        2    0.000    0.000    0.428    0.214 packager.py:130(_create_package)
     35/2    0.000    0.000    0.024    0.012 <frozen importlib._bootstrap>:663(_load_unlocked)
      168    0.000    0.000    0.000    0.000 random.py:224(_randbelow)
        3    0.000    0.000    0.000    0.000 multi.py:1318(_engine)
      683    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      110    0.000    0.000    0.001    0.000 blocks.py:267(make_block_same_class)
      181    0.000    0.000    0.000    0.000 managers.py:1585(internal_values)
        2    0.000    0.000    0.000    0.000 blocks.py:372(set)
       47    0.000    0.000    0.000    0.000 blocks.py:3290(_extend_blocks)
       32    0.000    0.000    0.002    0.000 frame.py:2916(_ixs)
      394    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        7    0.000    0.000    0.000    0.000 index_tricks.py:318(__getitem__)
       20    0.000    0.000    0.000    0.000 {built-in method time.localtime}
      132    0.000    0.000    0.000    0.000 multi.py:1184(__len__)
       40    0.000    0.000    0.007    0.000 indexing.py:1410(__getitem__)
        1    0.000    0.000    0.000    0.000 format.py:13(Format)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       36    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
      221    0.000    0.000    0.000    0.000 series.py:463(name)
        9    0.000    0.000    0.025    0.003 groupby.py:872(_cython_agg_general)
       20    0.000    0.000    0.001    0.000 zipfile.py:1565(_open_to_write)
     36/2    0.000    0.000    0.025    0.013 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
       52    0.000    0.000    0.001    0.000 format.py:1578(<listcomp>)
       27    0.000    0.000    0.009    0.000 frame.py:397(__init__)
       40    0.000    0.000    0.005    0.000 indexing.py:2135(_getitem_axis)
      310    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      252    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.002    0.000 base.py:2957(get_indexer)
       46    0.000    0.000    0.000    0.000 _dtype.py:46(__str__)
      170    0.000    0.000    0.000    0.000 generic.py:426(_get_axis)
       50    0.000    0.000    0.000    0.000 format.py:412(_get_formatter)
      147    0.000    0.000    0.000    0.000 managers.py:1558(dtype)
      168    0.000    0.000    0.000    0.000 random.py:256(choice)
      254    0.000    0.000    0.000    0.000 config.py:609(_warn_if_deprecated)
       15    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       20    0.000    0.000    0.000    0.000 zipfile.py:339(__init__)
       10    0.000    0.000    0.000    0.000 function_base.py:4429(insert)
      134    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.008    0.008 tempfile.py:186(_get_default_tempdir)
       22    0.000    0.000    0.001    0.000 algorithms.py:61(_ensure_data)
       90    0.000    0.000    0.000    0.000 generic.py:5145(__finalize__)
       18    0.000    0.000    0.000    0.000 xmlwriter.py:48(_xml_declaration)
       37    0.000    0.000    0.009    0.000 managers.py:935(_consolidate_inplace)
        6    0.000    0.000    0.002    0.000 concat.py:266(__init__)
      178    0.000    0.000    0.000    0.000 base.py:3901(values)
       26    0.000    0.000    0.000    0.000 range.py:83(__new__)
       20    0.000    0.000    0.006    0.000 codecs.py:871(open)
        3    0.000    0.000    0.002    0.001 {method 'get_indexer' of 'pandas._libs.index.BaseMultiIndexCodesEngine' objects}
      264    0.000    0.000    0.000    0.000 range.py:655(__len__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
      139    0.000    0.000    0.000    0.000 common.py:1585(is_float_dtype)
       36    0.000    0.000    0.002    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        4    0.000    0.000    0.000    0.000 range.py:381(get_indexer)
        3    0.000    0.000    0.009    0.003 format.py:703(<listcomp>)
      254    0.000    0.000    0.002    0.000 config.py:232(__call__)
       38    0.000    0.000    0.000    0.000 base.py:710(_engine)
      181    0.000    0.000    0.001    0.000 missing.py:293(notna)
       11    0.000    0.000    0.003    0.000 sorting.py:396(safe_sort)
       44    0.000    0.000    0.001    0.000 frame.py:3466(_box_col_values)
      172    0.000    0.000    0.001    0.000 common.py:357(is_categorical)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
       44    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedRandom' objects}
        4    0.000    0.000    0.002    0.000 managers.py:1031(set)
       67    0.000    0.000    0.000    0.000 printing.py:56(<listcomp>)
      258    0.000    0.000    0.000    0.000 managers.py:171(ndim)
       13    0.000    0.000    0.000    0.000 multi.py:1190(_set_names)
      405    0.000    0.000    0.000    0.000 managers.py:1523(_block)
      178    0.000    0.000    0.000    0.000 generic.py:510(ndim)
      413    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       74    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
     35/2    0.000    0.000    0.024    0.012 <frozen importlib._bootstrap_external>:722(exec_module)
       20    0.000    0.000    0.015    0.001 packager.py:157(_filename)
        1    0.000    0.000    0.001    0.001 blocks.py:840(setitem)
      201    0.000    0.000    0.000    0.000 blocks.py:131(_check_ndim)
      488    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      120    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.004    0.001 frame.py:3473(__setitem__)
       66    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       77    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       11    0.000    0.000    0.010    0.001 algorithms.py:483(_factorize_array)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
       18    0.000    0.000    0.005    0.000 generic.py:5742(astype)
       21    0.000    0.000    0.000    0.000 ntpath.py:75(join)
       75    0.000    0.000    0.000    0.000 generic.py:400(_get_axis_number)
        5    0.000    0.000    0.017    0.003 managers.py:1376(take)
       45    0.000    0.000    0.000    0.000 printing.py:52(<listcomp>)
        3    0.000    0.000    0.000    0.000 managers.py:1854(_stack_arrays)
        6    0.000    0.000    0.003    0.001 format.py:849(_get_formatted_column_labels)
        3    0.000    0.000    0.037    0.012 generic.py:882(_aggregate_multiple_funcs)
       42    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.001    0.000 indexing.py:229(_has_valid_tuple)
        9    0.000    0.000    0.001    0.000 frame.py:3683(_sanitize_column)
        2    0.000    0.000    0.000    0.000 _xlsxwriter.py:78(convert)
      181    0.000    0.000    0.000    0.000 series.py:562(_values)
       72    0.000    0.000    0.001    0.000 indexing.py:1996(_validate_key)
        2    0.000    0.000    0.000    0.000 {method 'put' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.000    0.000 indexing.py:2041(_is_scalar_access)
      109    0.000    0.000    0.000    0.000 common.py:1006(is_signed_integer_dtype)
       20    0.000    0.000    0.000    0.000 nanops.py:160(_has_infs)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
      147    0.000    0.000    0.000    0.000 series.py:470(dtype)
       93    0.000    0.000    0.000    0.000 managers.py:325(__len__)
      624    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
      121    0.000    0.000    0.001    0.000 common.py:1163(is_datetime64_any_dtype)
      171    0.000    0.000    0.000    0.000 inference.py:386(is_hashable)
        2    0.000    0.000    0.000    0.000 zipfile.py:1833(_write_end_record)
       35    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
    22/11    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
       82    0.000    0.000    0.000    0.000 common.py:951(is_integer_dtype)
        1    0.000    0.000    0.005    0.005 indexing.py:313(_setitem_with_indexer)
       21    0.000    0.000    0.001    0.000 tempfile.py:153(__next__)
       40    0.000    0.000    0.000    0.000 common.py:1510(is_numeric_dtype)
       18    0.000    0.000    0.004    0.000 blocks.py:561(_astype)
        3    0.000    0.000    0.052    0.017 generic.py:215(aggregate)
      650    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
      254    0.000    0.000    0.000    0.000 config.py:535(_select_options)
       15    0.000    0.000    0.015    0.001 blocks.py:1293(take_nd)
      287    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      365    0.000    0.000    0.000    0.000 blocks.py:239(mgr_locs)
       14    0.000    0.000    0.001    0.000 format.py:1230(<listcomp>)
      166    0.000    0.000    0.000    0.000 base.py:700(_reset_identity)
       21    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        7    0.000    0.000    0.000    0.000 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
        4    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       78    0.000    0.000    0.000    0.000 dtypes.py:717(construct_from_string)
       14    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      116    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      324    0.000    0.000    0.000    0.000 zipfile.py:1115(_fileobj)
       14    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       26    0.000    0.000    0.000    0.000 missing.py:393(array_equivalent)
