ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.022    0.022    3.076    3.076 _base.py:391(parse)
   124692    0.020    0.000    0.047    0.000 strings.py:630(<lambda>)
     4013    0.019    0.000    0.187    0.000 zipfile.py:1023(_read2)
     7265    0.018    0.000   29.950    0.004 ElementTree.py:1627(feed)
        2    0.016    0.008    0.016    0.008 {pandas._libs.algos.take_2d_axis1_object_object}
        1    0.016    0.016   54.302   54.302 inputs.py:17(get_schools_dataset)
        4    0.016    0.004    0.022    0.006 parsers.py:2976(_remove_empty_lines)
    11282    0.015    0.000    0.027    0.000 {built-in method builtins.max}
     7260    0.015    0.000   29.964    0.004 ElementTree.py:1263(feed)
     7265    0.015    0.000    0.144    0.000 zipfile.py:940(_update_crc)
    83236    0.013    0.000    0.013    0.000 {method 'lower' of 'str' objects}
    83128    0.012    0.000    0.025    0.000 strings.py:3237(<lambda>)
      155    0.012    0.000    0.012    0.000 {built-in method nt.stat}
        1    0.011    0.011   50.960   50.960 xlsx.py:784(open_workbook_2007_xml)
        2    0.011    0.005    0.011    0.005 {pandas._libs.algos.take_2d_axis1_float64_float64}
       32    0.009    0.000    0.009    0.000 {built-in method numpy.empty}
    55182    0.008    0.000    0.011    0.000 parsers.py:3111(<genexpr>)
    55277    0.008    0.000    0.008    0.000 timemachine.py:19(<lambda>)
     4022    0.008    0.000    0.008    0.000 {method 'seek' of '_io.BufferedReader' objects}
        6    0.007    0.001    0.007    0.001 {built-in method pandas._libs.missing.isnaobj}
        2    0.007    0.003    0.012    0.006 blocks.py:3322(_merge_blocks)
    38/26    0.006    0.000    0.006    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        3    0.005    0.002    0.005    0.002 {built-in method _imp.create_dynamic}
       32    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
     4018    0.004    0.000    0.004    0.000 zipfile.py:1516(<lambda>)
       48    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       32    0.003    0.000    0.003    0.000 {method 'read' of '_io.FileIO' objects}
     1896    0.003    0.000    0.003    0.000 {method 'sub' of 're.Pattern' objects}
        5    0.003    0.001    0.003    0.001 blocks.py:372(set)
       32    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:914(get_data)
       39    0.002    0.000    0.011    0.000 missing.py:219(_isna_ndarraylike)
     4068    0.002    0.000    0.002    0.000 {built-in method builtins.min}
        2    0.002    0.001    0.002    0.001 range.py:381(get_indexer)
        7    0.001    0.000    0.012    0.002 frame.py:3473(__setitem__)
       45    0.001    0.000    0.002    0.000 generic.py:5181(__setattr__)
        1    0.001    0.001    0.024    0.024 parsers.py:3178(_get_lines)
       82    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
     2349    0.001    0.000    0.001    0.000 generic.py:7(_check)
       70    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
        6    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
       50    0.001    0.000    1.190    0.024 parsers.py:1768(_infer_types)
     3785    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
        1    0.001    0.001    1.459    1.459 parsers.py:1152(read)
       79    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.001    0.001    1.191    1.191 parsers.py:1685(_convert_to_ndarrays)
      718    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      352    0.001    0.000    0.001    0.000 common.py:1743(is_extension_array_dtype)
        6    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
   141/16    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       17    0.001    0.000    0.001    0.000 {pandas._libs.ops.maybe_convert_bool}
      517    0.001    0.000    0.002    0.000 base.py:231(is_dtype)
       32    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:793(get_code)
        3    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      130    0.000    0.000    0.001    0.000 _dtype.py:333(_name_get)
        1    0.000    0.000    1.292    1.292 parsers.py:2464(read)
      354    0.000    0.000    0.001    0.000 dtypes.py:83(find)
        1    0.000    0.000    0.001    0.001 function_base.py:4218(delete)
       60    0.000    0.000    0.097    0.002 construction.py:630(sanitize_array)
      119    0.000    0.000    0.001    0.000 {pandas._libs.lib.is_scalar}
       37    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap>:882(_find_spec)
     38/5    0.000    0.000    0.044    0.009 <frozen importlib._bootstrap>:978(_find_and_load)
      280    0.000    0.000    0.001    0.000 common.py:1886(_is_dtype_type)
        7    0.000    0.000    0.001    0.000 managers.py:216(_rebuild_blknos_and_blklocs)
        7    0.000    0.000    0.006    0.001 managers.py:1031(set)
     15/6    0.000    0.000    0.001    0.000 sre_parse.py:469(_parse)
      346    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
  188/183    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      346    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
       59    0.000    0.000    0.001    0.000 cast.py:866(maybe_castable)
     12/9    0.000    0.000    0.002    0.000 base.py:277(__new__)
  147/136    0.000    0.000    0.001    0.000 {method 'format' of 'str' objects}
      139    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 indexers.py:161(maybe_convert_indices)
     1373    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       65    0.000    0.000    0.002    0.000 blocks.py:3212(get_block_type)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 necompiler.py:765(evaluate)
       36    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
       49    0.000    0.000    0.013    0.000 missing.py:128(_isna_new)
     32/5    0.000    0.000    0.040    0.008 <frozen importlib._bootstrap_external>:722(exec_module)
    20/19    0.000    0.000    0.007    0.000 series.py:197(__init__)
      112    0.000    0.000    0.000    0.000 common.py:255(is_sparse)
       36    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
       64    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
     36/5    0.000    0.000    0.040    0.008 <frozen importlib._bootstrap>:663(_load_unlocked)
       50    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       77    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       25    0.000    0.000    0.001    0.000 cast.py:986(maybe_cast_to_datetime)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
       22    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
  298/278    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
       60    0.000    0.000    0.003    0.000 construction.py:759(_try_cast)
     37/5    0.000    0.000    0.044    0.009 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
      121    0.000    0.000    0.001    0.000 dtypes.py:912(is_dtype)
       22    0.000    0.000    0.001    0.000 cast.py:880(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.021    0.021 frame.py:3852(_reindex_axes)
       32    0.000    0.000    0.001    0.000 blocks.py:120(__init__)
      364    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.093    0.093 construction.py:300(_homogenize)
       10    0.000    0.000    0.018    0.002 frame.py:2964(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
       32    0.000    0.000    0.002    0.000 blocks.py:3258(make_block)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       50    0.000    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
      180    0.000    0.000    0.001    0.000 common.py:539(is_datetime64tz_dtype)
        1    0.000    0.000    0.000    0.000 biffh.py:5(<module>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
       29    0.000    0.000    0.000    0.000 expressions.py:195(func)
      137    0.000    0.000    0.000    0.000 common.py:225(is_object_dtype)
      130    0.000    0.000    0.000    0.000 _dtype.py:319(_name_includes_bit_suffix)
       27    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.000    0.000 __init__.py:1081(na_op)
        1    0.000    0.000    0.003    0.003 expressions.py:11(<module>)
      155    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
       85    0.000    0.000    0.000    0.000 dtypes.py:1092(is_dtype)
        1    0.000    0.000    0.000    0.000 xlsx.py:6(<module>)
       54    0.000    0.000    0.000    0.000 expressions.py:89(ophelper)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
      139    0.000    0.000    0.001    0.000 common.py:678(is_categorical_dtype)
       91    0.000    0.000    0.000    0.000 common.py:711(is_string_dtype)
       32    0.000    0.000    0.000    0.000 blocks.py:243(mgr_locs)
       32    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
       37    0.000    0.000    0.000    0.000 common.py:1284(is_datetime_or_timedelta_dtype)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
        4    0.000    0.000    0.002    0.000 re.py:271(_compile)
      758    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFBA97079A0}
      461    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.071    0.071 managers.py:1726(form_blocks)
        1    0.000    0.000    0.015    0.015 managers.py:1376(take)
      139    0.000    0.000    0.001    0.000 abc.py:137(__instancecheck__)
     26/4    0.000    0.000    0.000    0.000 sre_compile.py:71(_compile)
     28/6    0.000    0.000    0.000    0.000 sre_parse.py:174(getwidth)
        1    0.000    0.000    0.001    0.001 zipfile.py:1317(_RealGetContents)
      121    0.000    0.000    0.001    0.000 common.py:608(is_period_dtype)
       58    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
       19    0.000    0.000    0.001    0.000 managers.py:1470(__init__)
       36    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
     32/5    0.000    0.000    0.038    0.008 {built-in method builtins.exec}
        9    0.000    0.000    0.000    0.000 managers.py:971(iget)
        3    0.000    0.000    0.000    0.000 base.py:1803(is_unique)
      116    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
       79    0.000    0.000    0.000    0.000 common.py:2020(pandas_dtype)
       77    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
      269    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       25    0.000    0.000    0.000    0.000 base.py:4228(__contains__)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
        5    0.000    0.000    0.005    0.001 strings.py:1984(_wrap_result)
      117    0.000    0.000    0.000    0.000 sre_parse.py:233(__next)
        4    0.000    0.000    0.032    0.008 algorithms.py:1608(take_nd)
      234    0.000    0.000    0.000    0.000 common.py:209(classes)
        1    0.000    0.000   50.961   50.961 __init__.py:33(open_workbook)
        8    0.000    0.000    0.000    0.000 ElementTree.py:1448(__init__)
      130    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
       50    0.000    0.000    0.000    0.000 managers.py:1857(_asarray_compat)
        7    0.000    0.000    0.004    0.001 frame.py:3683(_sanitize_column)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
       33    0.000    0.000    0.003    0.000 {method 'sum' of 'numpy.ndarray' objects}
      107    0.000    0.000    0.001    0.000 common.py:357(is_categorical)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       18    0.000    0.000    0.000    0.000 _dtype.py:46(__str__)
      101    0.000    0.000    0.000    0.000 xlsx.py:86(cell_name_to_rowx_colx)
       53    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        7    0.000    0.000    0.001    0.000 zipfile.py:1467(open)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.clean_index_list}
       59    0.000    0.000    0.000    0.000 base.py:4262(__getitem__)
        1    0.000    0.000    0.000    0.000 xlsx.py:373(do_sheet)
        2    0.000    0.000    0.000    0.000 index_tricks.py:318(__getitem__)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
       25    0.000    0.000    0.000    0.000 generic.py:162(__init__)
  115/110    0.000    0.000    0.000    0.000 _asarray.py:16(asarray)
       42    0.000    0.000    0.001    0.000 common.py:1684(is_extension_type)
        1    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
      234    0.000    0.000    0.000    0.000 common.py:211(<lambda>)
        1    0.000    0.000    0.004    0.004 book.py:5(<module>)
       98    0.000    0.000    0.000    0.000 common.py:1825(_is_dtype)
        2    0.000    0.000    0.000    0.000 parsers.py:1538(_maybe_dedup_names)
       67    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:403(cached)
       41    0.000    0.000    0.000    0.000 common.py:741(condition)
       14    0.000    0.000    0.000    0.000 base.py:569(_simple_new)
       93    0.000    0.000    0.001    0.000 common.py:642(is_interval_dtype)
        7    0.000    0.000    0.010    0.001 frame.py:3552(_set_item)
      142    0.000    0.000    0.000    0.000 sre_parse.py:164(__getitem__)
        7    0.000    0.000    0.000    0.000 ElementTree.py:1634(close)
        1    0.000    0.000    0.001    0.001 sheet.py:6(<module>)
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.000    0.000 parsers.py:2572(_infer_columns)
        1    0.000    0.000    0.000    0.000 codecs.py:1065(<dictcomp>)
       26    0.000    0.000    0.000    0.000 managers.py:167(shape)
        7    0.000    0.000    0.000    0.000 zipfile.py:799(__init__)
        7    0.000    0.000    0.006    0.001 generic.py:3380(_set_item)
       71    0.000    0.000    0.000    0.000 common.py:1850(_get_dtype)
       20    0.000    0.000    0.000    0.000 series.py:419(_set_axis)
        2    0.000    0.000    0.002    0.001 managers.py:1158(insert)
       50    0.000    0.000    0.000    0.000 xlsx.py:607(do_merge_cell)
        4    0.000    0.000    0.000    0.000 algorithms.py:1481(_get_take_nd_function)
       49    0.000    0.000    0.013    0.000 missing.py:48(isna)
        1    0.000    0.000    0.001    0.001 necompiler.py:11(<module>)
       29    0.000    0.000    0.000    0.000 common.py:951(is_integer_dtype)
       65    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 formatting.py:9(<module>)
        1    0.000    0.000    0.000    0.000 formula.py:9(<module>)
        4    0.000    0.000    0.033    0.008 blocks.py:1293(take_nd)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        9    0.000    0.000    0.001    0.000 generic.py:3265(_get_item_cache)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       36    0.000    0.000    0.001    0.000 common.py:1466(needs_i8_conversion)
        1    0.000    0.000    0.001    0.001 ElementTree.py:7(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:578(_can_coerce_all)
       26    0.000    0.000    0.000    0.000 common.py:508(is_datetime64_dtype)
        5    0.000    0.000    0.113    0.023 strings.py:108(_map)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        8    0.000    0.000    0.000    0.000 shape_base.py:83(atleast_2d)
       36    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
      7/4    0.000    0.000    0.001    0.000 sre_parse.py:411(_parse_sub)
       35    0.000    0.000    0.000    0.000 series.py:456(name)
       32    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       97    0.000    0.000    0.000    0.000 base.py:723(__len__)
      217    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        9    0.000    0.000    0.001    0.000 managers.py:942(get)
     51/5    0.000    0.000    0.039    0.008 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 managers.py:1995(_fast_count_smallints)
       20    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       16    0.000    0.000    0.000    0.000 blocks.py:2788(__init__)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
       39    0.000    0.000    0.001    0.000 base.py:5707(ensure_index)
        7    0.000    0.000    0.003    0.000 frame.py:3703(reindexer)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
       32    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
       60    0.000    0.000    0.000    0.000 arrays.py:7(extract_array)
       47    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
       22    0.000    0.000    0.000    0.000 generic.py:5162(__getattr__)
        1    0.000    0.000    0.010    0.010 __init__.py:22(<module>)
       17    0.000    0.000    0.000    0.000 blocks.py:267(make_block_same_class)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       71    0.000    0.000    0.000    0.000 range.py:655(__len__)
        2    0.000    0.000    0.001    0.001 xlsx.py:261(process_stream)
      110    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
        5    0.000    0.000    0.000    0.000 sre_compile.py:276(_optimize_charset)
       25    0.000    0.000    0.000    0.000 base.py:2888(get_loc)
       19    0.000    0.000    0.000    0.000 expressions.py:178(binop)
       72    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 parsers.py:2231(__init__)
        8    0.000    0.000    0.000    0.000 blocks.py:170(_consolidate_key)
       89    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
       37    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.001    0.000 managers.py:126(__init__)
       96    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 cast.py:1239(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.010    0.010 __init__.py:4(<module>)
    12/10    0.000    0.000    0.018    0.002 {built-in method builtins.__import__}
       17    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
      115    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.076    0.076 parsers.py:3105(_rows_to_cols)
      198    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        7    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
        5    0.000    0.000    0.013    0.003 strings.py:1916(__init__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        7    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        5    0.000    0.000    0.166    0.033 frame.py:397(__init__)
        8    0.000    0.000    0.000    0.000 indexing.py:2352(convert_to_index_sliceable)
       11    0.000    0.000    0.000    0.000 common.py:240(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       12    0.000    0.000    0.000    0.000 base.py:4377(equals)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
      198    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.015    0.015 __init__.py:974(wrapper)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
       18    0.000    0.000    0.001    0.000 blocks.py:347(ftype)
        6    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        4    0.000    0.000    0.002    0.000 sre_compile.py:759(compile)
       24    0.000    0.000    0.000    0.000 common.py:577(is_timedelta64_dtype)
    63/57    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        9    0.000    0.000    0.000    0.000 frame.py:3459(_box_item_values)
        8    0.000    0.000    0.000    0.000 ElementTree.py:69(__init__)
       38    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 base.py:710(_engine)
       28    0.000    0.000    0.000    0.000 managers.py:1558(dtype)
       11    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
        4    0.000    0.000    0.000    0.000 managers.py:340(_verify_integrity)
       23    0.000    0.000    0.000    0.000 series.py:463(name)
        9    0.000    0.000    0.000    0.000 frame.py:3466(_box_col_values)
   141/16    0.000    0.000    0.001    0.000 abc.py:141(__subclasscheck__)
       32    0.000    0.000    0.000    0.000 blocks.py:131(_check_ndim)
        6    0.000    0.000    0.000    0.000 blocks.py:3290(_extend_blocks)
       50    0.000    0.000    0.000    0.000 parsers.py:3546(_get_na_values)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 cast.py:298(maybe_promote)
       13    0.000    0.000    0.000    0.000 zipfile.py:339(__init__)
        2    0.000    0.000    0.000    0.000 necompiler.py:273(stringToExpression)
        2    0.000    0.000    0.024    0.012 managers.py:353(apply)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 _asarray.py:223(require)
        2    0.000    0.000    0.033    0.016 managers.py:1260(<listcomp>)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 expressions.py:393(ExpressionNode)
        4    0.000    0.000    0.024    0.006 blocks.py:767(copy)
        4    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.000    0.000 cp437.py:3(<module>)
       36    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       28    0.000    0.000    0.000    0.000 series.py:470(dtype)
       58    0.000    0.000    0.000    0.000 blocks.py:343(dtype)
        1    0.000    0.000    0.015    0.015 generic.py:3524(take)
        8    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.035    0.018 generic.py:4266(reindex)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       74    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        7    0.000    0.000    0.000    0.000 zipfile.py:1039(close)
       59    0.000    0.000    0.000    0.000 common.py:150(cast_scalar_indexer)
       26    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       10    0.000    0.000    0.005    0.001 <__array_function__ internals>:2(concatenate)
       21    0.000    0.000    0.000    0.000 base.py:3901(values)
      100    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
