 ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   105725    0.217    0.000    0.426    0.000 generic.py:5181(__setattr__)
        1    0.215    0.215   32.892   32.892 inputs.py:54(get_districts_dataset)
    83117    0.207    0.000    0.505    0.000 blocks.py:120(__init__)
   163909    0.199    0.000    0.594    0.000 common.py:2020(pandas_dtype)
    83117    0.195    0.000    2.014    0.000 blocks.py:3258(make_block)
  1295862    0.188    0.000    0.188    0.000 {built-in method builtins.issubclass}
    40511    0.185    0.000    1.179    0.000 blocks.py:3212(get_block_type)
    75332    0.177    0.000    0.398    0.000 _ufunc_config.py:39(seterr)
10146/10128    0.171    0.000    0.894    0.000 base.py:277(__new__)
    91004    0.163    0.000    0.329    0.000 common.py:255(is_sparse)
  1166150    0.159    0.000    0.159    0.000 {built-in method builtins.chr}
    73176    0.156    0.000    0.156    0.000 {built-in method numpy.empty}
    25398    0.156    0.000    1.578    0.000 construction.py:630(sanitize_array)
      176    0.149    0.001    0.149    0.001 {pandas._libs.parsers.sanitize_objects}
    47808    0.148    0.000    1.181    0.000 managers.py:1470(__init__)
    75332    0.143    0.000    0.153    0.000 _ufunc_config.py:139(geterr)
    17622    0.133    0.000    5.075    0.000 frame.py:2964(__getitem__)
    17588    0.131    0.000    2.258    0.000 managers.py:353(apply)
     5053    0.124    0.000    0.233    0.000 function_base.py:4218(delete)
    25382    0.122    0.000    0.296    0.000 cast.py:866(maybe_castable)
    20136    0.118    0.000    0.423    0.000 algorithms.py:1481(_get_take_nd_function)
    65479    0.118    0.000    0.118    0.000 generic.py:162(__init__)
     7530    0.115    0.000    2.763    0.000 __init__.py:1126(wrapper)
   128082    0.114    0.000    0.213    0.000 base.py:180(construct_from_string)
    85648    0.111    0.000    0.183    0.000 blocks.py:243(mgr_locs)
    65519    0.108    0.000    0.292    0.000 managers.py:167(shape)
   206747    0.108    0.000    0.778    0.000 common.py:539(is_datetime64tz_dtype)
   138769    0.106    0.000    0.107    0.000 {built-in method _abc._abc_instancecheck}
   126418    0.100    0.000    0.314    0.000 _dtype.py:319(_name_includes_bit_suffix)
    88323    0.099    0.000    0.163    0.000 {pandas._libs.lib.is_scalar}
192301/192281    0.099    0.000    0.293    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
    15096    0.097    0.000    0.313    0.000 cast.py:298(maybe_promote)
  1170656    0.097    0.000    0.097    0.000 timemachine.py:20(<lambda>)
    10315    0.096    0.000    0.134    0.000 {pandas._libs.lib.infer_dtype}
    70797    0.095    0.000    0.305    0.000 dtypes.py:1092(is_dtype)
     7546    0.094    0.000    0.172    0.000 indexers.py:161(maybe_convert_indices)
     7546    0.093    0.000    3.526    0.000 managers.py:1376(take)
   123090    0.092    0.000    0.153    0.000 managers.py:1558(dtype)
     7530    0.091    0.000    0.623    0.000 __init__.py:1081(na_op)
    83315    0.090    0.000    0.188    0.000 {pandas._libs.lib.is_list_like}
    32813    0.088    0.000    0.272    0.000 _dtype.py:46(__str__)
    65449    0.088    0.000    0.215    0.000 numerictypes.py:365(issubdtype)
   100632    0.088    0.000    0.150    0.000 series.py:456(name)
    83798    0.086    0.000    0.301    0.000 common.py:225(is_object_dtype)
   130898    0.085    0.000    0.120    0.000 numerictypes.py:293(issubclass_)
   772663    0.085    0.000    0.085    0.000 {method 'append' of 'list' objects}
    60406    0.083    0.000    0.110    0.000 generic.py:5162(__getattr__)
     7546    0.083    0.000    4.019    0.001 generic.py:3524(take)
    83374    0.082    0.000    0.324    0.000 dtypes.py:912(is_dtype)
    17655    0.082    0.000    0.609    0.000 frame.py:397(__init__)
    42887    0.082    0.000    0.082    0.000 {built-in method numpy.arange}
47857/32723    0.081    0.000    0.535    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    25398    0.080    0.000    1.024    0.000 construction.py:759(_try_cast)
    47824    0.080    0.000    0.112    0.000 series.py:419(_set_axis)
    15296    0.079    0.000    0.333    0.000 cast.py:986(maybe_cast_to_datetime)
   257526    0.077    0.000    0.118    0.000 common.py:211(<lambda>)
    17656    0.075    0.000    1.436    0.000 managers.py:126(__init__)
   183745    0.071    0.000    0.093    0.000 base.py:723(__len__)
   118762    0.071    0.000    0.540    0.000 common.py:678(is_categorical_dtype)
    12599    0.066    0.000    1.252    0.000 blocks.py:1293(take_nd)
    62884    0.065    0.000    0.087    0.000 generic.py:413(_get_axis_name)
    17714    0.064    0.000    0.125    0.000 base.py:569(_simple_new)
     5020    0.064    0.000    1.309    0.000 __init__.py:974(wrapper)
   123090    0.064    0.000    0.217    0.000 series.py:470(dtype)
   257526    0.062    0.000    0.062    0.000 common.py:209(classes)
    27700    0.062    0.000    0.062    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
    55431    0.062    0.000    0.299    0.000 common.py:508(is_datetime64_dtype)
     7537    0.062    0.000    0.062    0.000 {pandas._libs.algos.take_1d_int64_int64}
    95779    0.061    0.000    0.678    0.000 base.py:5707(ensure_index)
     2527    0.061    0.000    0.699    0.000 managers.py:1274(_slice_take_blocks_ax0)
    70462    0.060    0.000    0.092    0.000 series.py:463(name)
    42822    0.060    0.000    0.418    0.000 blocks.py:267(make_block_same_class)
     5037    0.059    0.000    0.059    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
     5022    0.059    0.000    0.074    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
     5024    0.059    0.000    0.076    0.000 numerictypes.py:578(_can_coerce_all)
     5020    0.059    0.000    0.659    0.000 generic.py:6101(fillna)
    10076    0.059    0.000    0.224    0.000 managers.py:971(iget)
30207/25187    0.058    0.000    1.489    0.000 missing.py:128(_isna_new)
    10090    0.058    0.000    0.266    0.000 missing.py:219(_isna_ndarraylike)
   196557    0.056    0.000    0.184    0.000 managers.py:169(<genexpr>)
   138769    0.055    0.000    0.162    0.000 abc.py:137(__instancecheck__)
   178255    0.054    0.000    0.054    0.000 sheet.py:491(row_values)
121323/111249    0.054    0.000    0.442    0.000 _asarray.py:16(asarray)
    22624    0.054    0.000    0.105    0.000 blocks.py:3290(_extend_blocks)
   108324    0.054    0.000    0.071    0.000 common.py:1850(_get_dtype)
    25174    0.053    0.000    0.053    0.000 {method 'copy' of 'numpy.ndarray' objects}
   178255    0.052    0.000    0.052    0.000 sheet.py:483(row_types)
    40292    0.052    0.000    0.182    0.000 {pandas._libs.lib.values_from_object}
    80939    0.052    0.000    0.357    0.000 common.py:642(is_interval_dtype)
   191094    0.052    0.000    0.052    0.000 blocks.py:343(dtype)
    20182    0.052    0.000    0.574    0.000 managers.py:654(_consolidate_check)
    62881    0.051    0.000    0.168    0.000 generic.py:426(_get_axis)
     2559    0.051    0.000    0.099    0.000 {pandas._libs.lib.clean_index_list}
    42735    0.050    0.000    0.184    0.000 common.py:1284(is_datetime_or_timedelta_dtype)
    32813    0.050    0.000    0.490    0.000 blocks.py:347(ftype)
    10108    0.050    0.000    0.088    0.000 _asarray.py:223(require)
    17621    0.049    0.000    0.272    0.000 base.py:4377(equals)
   126418    0.049    0.000    0.049    0.000 _dtype.py:36(_kind_name)
     7530    0.048    0.000    0.904    0.000 generic.py:5742(astype)
    83374    0.048    0.000    0.372    0.000 common.py:608(is_period_dtype)
    75332    0.048    0.000    0.048    0.000 {built-in method numpy.seterrobj}
    55399    0.048    0.000    0.275    0.000 common.py:577(is_timedelta64_dtype)
   211536    0.046    0.000    0.046    0.000 blocks.py:239(mgr_locs)
    32746    0.046    0.000    0.089    0.000 generic.py:5145(__finalize__)
    10075    0.046    0.000    0.143    0.000 managers.py:340(_verify_integrity)
     5036    0.045    0.000    0.996    0.000 indexing.py:901(_getitem_lowerdim)
    15108    0.045    0.000    0.196    0.000 common.py:99(is_bool_indexer)
       64    0.044    0.001    0.066    0.001 parsers.py:2976(_remove_empty_lines)
    65831    0.044    0.000    0.366    0.000 common.py:357(is_categorical)
     5036    0.044    0.000    1.140    0.000 numeric.py:19(to_numeric)
     7546    0.044    0.000    3.084    0.000 indexing.py:1787(_getitem_axis)
    77992    0.043    0.000    0.074    0.000 inference.py:386(is_hashable)
    37666    0.043    0.000    0.054    0.000 _ufunc_config.py:437(__init__)
   170964    0.043    0.000    0.043    0.000 managers.py:1523(_block)
    83117    0.043    0.000    0.043    0.000 blocks.py:131(_check_ndim)
    32700    0.043    0.000    0.058    0.000 generic.py:400(_get_axis_number)
       17    0.042    0.002    0.042    0.002 {pandas._libs.lib.to_object_array}
    37666    0.042    0.000    0.273    0.000 _ufunc_config.py:441(__enter__)
    12586    0.041    0.000    0.682    0.000 generic.py:3265(_get_item_cache)
    22722    0.041    0.000    0.154    0.000 common.py:1619(is_bool_dtype)
     7547    0.041    0.000    2.535    0.000 managers.py:1224(reindex_indexer)
     5022    0.041    0.000    0.619    0.000 base.py:2957(get_indexer)
    10041    0.040    0.000    0.144    0.000 fromnumeric.py:73(_wrapreduction)
     2510    0.040    0.000    6.036    0.002 frame.py:4734(dropna)
     5020    0.040    0.000    0.040    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
   132156    0.040    0.000    0.040    0.000 {method 'get' of 'dict' objects}
    47843    0.039    0.000    0.247    0.000 {method 'any' of 'numpy.ndarray' objects}
    22666    0.038    0.000    0.042    0.000 base.py:4228(__contains__)
    93544    0.037    0.000    0.051    0.000 range.py:655(__len__)
    25134    0.037    0.000    0.243    0.000 generic.py:5236(_protect_consolidate)
     2510    0.037    0.000    0.260    0.000 managers.py:878(fast_xs)
    37666    0.036    0.000    0.203    0.000 _ufunc_config.py:446(__exit__)
     5020    0.036    0.000    0.642    0.000 nanops.py:62(_f)
    32663    0.036    0.000    0.433    0.000 common.py:1466(needs_i8_conversion)
     5040    0.035    0.000    0.218    0.000 frame.py:3683(_sanitize_column)
     7530    0.035    0.000    0.350    0.000 blocks.py:561(_astype)
     2510    0.034    0.000    0.754    0.000 generic.py:3615(xs)
    80669    0.033    0.000    0.043    0.000 managers.py:171(ndim)
     5020    0.033    0.000    0.490    0.000 blocks.py:389(apply)
    32697    0.033    0.000    0.071    0.000 common.py:862(is_dtype_equal)
     2510    0.032    0.000    0.265    0.000 blocks.py:3322(_merge_blocks)
     2510    0.031    0.000    3.288    0.001 frame.py:7751(count)
    42899    0.031    0.000    0.087    0.000 base.py:3901(values)
    10076    0.031    0.000    0.324    0.000 managers.py:942(get)
     7562    0.031    0.000    3.395    0.000 indexing.py:1410(__getitem__)
    27827    0.031    0.000    0.080    0.000 common.py:951(is_integer_dtype)
   150664    0.030    0.000    0.030    0.000 {built-in method numpy.geterrobj}
    10076    0.030    0.000    0.275    0.000 frame.py:3459(_box_item_values)
    25320    0.030    0.000    0.338    0.000 common.py:1684(is_extension_type)
     7548    0.030    0.000    0.624    0.000 base.py:885(take)
   178255    0.030    0.000    0.039    0.000 parsers.py:3111(<genexpr>)
     2510    0.030    0.000    1.497    0.001 __init__.py:1289(wrapper)
    30236    0.029    0.000    0.045    0.000 managers.py:1585(internal_values)
    15181    0.029    0.000    0.104    0.000 blocks.py:2788(__init__)
    27700    0.028    0.000    0.090    0.000 base.py:2888(get_loc)
    17596    0.028    0.000    0.057    0.000 dtypes.py:717(construct_from_string)
    12567    0.028    0.000    0.062    0.000 managers.py:203(_is_single_block)
     7550    0.028    0.000    0.040    0.000 shape_base.py:83(atleast_2d)
    35259    0.028    0.000    0.591    0.000 managers.py:935(_consolidate_inplace)
    20182    0.028    0.000    0.518    0.000 managers.py:655(<listcomp>)
     5020    0.027    0.000    0.300    0.000 __init__.py:946(na_op)
     5036    0.027    0.000    0.135    0.000 base.py:831(array)
     5036    0.027    0.000    0.193    0.000 nanops.py:239(_get_values)
    42843    0.027    0.000    0.027    0.000 {method 'fill' of 'numpy.ndarray' objects}
     2510    0.027    0.000    1.102    0.000 indexing.py:1042(_get_listlike_indexer)
     5038    0.027    0.000    1.361    0.000 generic.py:3380(_set_item)
     2526    0.027    0.000    0.027    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
    47843    0.027    0.000    0.208    0.000 _methods.py:44(_any)
     5020    0.026    0.000    1.287    0.000 generic.py:11546(stat_func)
     2510    0.026    0.000    1.228    0.000 indexing.py:1205(_convert_to_indexer)
     5020    0.026    0.000    0.487    0.000 nanops.py:469(nansum)
   100658    0.026    0.000    0.034    0.000 {built-in method builtins.hash}
    10308    0.026    0.000    0.038    0.000 base.py:4262(__getitem__)
    20114    0.026    0.000    0.070    0.000 generic.py:5249(f)
     5020    0.025    0.000    0.069    0.000 indexing.py:1727(_is_scalar_access)
    45435    0.025    0.000    0.025    0.000 {method 'view' of 'numpy.ndarray' objects}
     2527    0.025    0.000    0.055    0.000 base.py:1803(is_unique)
     7621    0.025    0.000    0.084    0.000 common.py:240(asarray_tuplesafe)
    15095    0.024    0.000    0.199    0.000 blocks.py:767(copy)
    47824    0.024    0.000    0.024    0.000 series.py:446(_set_subtyp)
     2526    0.024    0.000    0.408    0.000 series.py:4054(_reduce)
    17656    0.024    0.000    0.043    0.000 managers.py:132(<listcomp>)
     5036    0.024    0.000    0.041    0.000 numpy_.py:39(__init__)
     2510    0.024    0.000    0.851    0.000 frame.py:7895(_reduce)
    10076    0.023    0.000    0.188    0.000 frame.py:3466(_box_col_values)
    10040    0.023    0.000    0.047    0.000 blocks.py:170(_consolidate_key)
     5038    0.022    0.000    1.629    0.000 frame.py:3552(_set_item)
    20162    0.022    0.000    0.053    0.000 common.py:1585(is_float_dtype)
     2510    0.022    0.000    0.062    0.000 indexing.py:1138(_validate_read_indexer)
    48100    0.022    0.000    0.031    0.000 common.py:219(<lambda>)
     5038    0.022    0.000    1.683    0.000 frame.py:3473(__setitem__)
     5038    0.022    0.000    0.438    0.000 base.py:652(_shallow_copy_with_infer)
     2510    0.021    0.000    0.021    0.000 {built-in method _operator.truediv}
     5020    0.021    0.000    1.537    0.000 indexing.py:803(_getitem_tuple)
     5020    0.021    0.000    0.109    0.000 managers.py:790(as_array)
     5060    0.021    0.000    0.082    0.000 base.py:634(_shallow_copy)
    12598    0.021    0.000    0.034    0.000 generic.py:3384(_set_is_copy)
    15128    0.020    0.000    0.024    0.000 generic.py:185(_init_mgr)
    30236    0.020    0.000    0.065    0.000 series.py:562(_values)
     5020    0.020    0.000    1.161    0.000 __init__.py:1287(<lambda>)
    50337    0.020    0.000    0.124    0.000 managers.py:646(is_consolidated)
     5052    0.020    0.000    0.071    0.000 blocks.py:319(getitem_block)
     5036    0.020    0.000    0.076    0.000 numeric.py:47(__new__)
    12574    0.020    0.000    0.032    0.000 dtypes.py:1040(construct_from_string)
     5036    0.020    0.000    1.101    0.000 managers.py:1260(<listcomp>)
     2510    0.020    0.000    0.177    0.000 cast.py:1119(find_common_type)
    10074    0.020    0.000    0.035    0.000 indexing.py:2352(convert_to_index_sliceable)
    10041    0.020    0.000    0.163    0.000 fromnumeric.py:2843(prod)
     5020    0.020    0.000    0.125    0.000 nanops.py:1187(_maybe_null_out)
    25398    0.019    0.000    0.093    0.000 arrays.py:7(extract_array)
    20114    0.019    0.000    0.123    0.000 generic.py:5246(_consolidate_inplace)
        1    0.019    0.019    0.019    0.019 compdoc.py:413(_locate_stream)
     2510    0.019    0.000    0.355    0.000 construction.py:133(init_ndarray)
     2510    0.019    0.000    0.358    0.000 managers.py:1901(_consolidate)
     5020    0.019    0.000    0.678    0.000 series.py:4329(fillna)
    10090    0.019    0.000    0.035    0.000 missing.py:393(array_equivalent)
     7578    0.019    0.000    0.034    0.000 range.py:181(_data)
     7530    0.019    0.000    0.083    0.000 base.py:916(to_numpy)
    37768    0.019    0.000    0.025    0.000 common.py:352(apply_if_callable)
     5036    0.019    0.000    0.313    0.000 indexing.py:2377(check_bool_indexer)
       20    0.019    0.001    0.021    0.001 <frozen importlib._bootstrap_external>:914(get_data)
    12574    0.018    0.000    0.044    0.000 dtypes.py:866(construct_from_string)
    17614    0.018    0.000    0.100    0.000 {built-in method builtins.any}
     7530    0.018    0.000    0.502    0.000 managers.py:580(astype)
       34    0.018    0.001    0.057    0.002 {built-in method builtins.max}
    12724    0.018    0.000    0.018    0.000 _internal.py:830(npy_ctypes_check)
    12558    0.018    0.000    0.018    0.000 {method 'match' of 're.Pattern' objects}
    15234    0.018    0.000    0.024    0.000 <frozen importlib._bootstrap>:416(parent)
     2542    0.018    0.000    0.362    0.000 managers.py:739(get_slice)
   182085    0.018    0.000    0.018    0.000 timemachine.py:19(<lambda>)
30207/25187    0.017    0.000    1.504    0.000 missing.py:48(isna)
     2510    0.017    0.000    3.340    0.001 series.py:4517(between)
     7530    0.017    0.000    0.042    0.000 base.py:3104(_convert_scalar_indexer)
     5052    0.017    0.000    0.281    0.000 range.py:413(_shallow_copy)
    22590    0.017    0.000    0.033    0.000 nanops.py:65(<genexpr>)
     5055    0.017    0.000    0.017    0.000 {method 'clear' of 'dict' objects}
     5020    0.017    0.000    0.573    0.000 __init__.py:913(_construct_result)
     7530    0.017    0.000    0.248    0.000 common.py:1407(is_datetimelike_v_numeric)
    55387    0.017    0.000    0.017    0.000 managers.py:236(items)
    17606    0.017    0.000    0.017    0.000 blocks.py:369(iget)
    15060    0.017    0.000    0.055    0.000 __init__.py:81(get_op_result_name)
     2542    0.017    0.000    0.414    0.000 generic.py:3364(_slice)
     2515    0.016    0.000    0.016    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     5070    0.016    0.000    0.023    0.000 range.py:148(_simple_new)
     5020    0.016    0.000    0.106    0.000 expressions.py:65(_evaluate_standard)
     2511    0.016    0.000    0.427    0.000 base.py:3364(reindex)
    15112    0.016    0.000    0.024    0.000 managers.py:1582(external_values)
     5020    0.016    0.000    0.073    0.000 indexing.py:270(_convert_scalar_indexer)
     7530    0.016    0.000    0.033    0.000 inference.py:327(is_dict_like)
    10100    0.015    0.000    0.026    0.000 base.py:613(_get_attributes_dict)
    20176    0.015    0.000    0.026    0.000 generic.py:510(ndim)
    15240    0.015    0.000    0.032    0.000 cast.py:1264(construct_1d_ndarray_preserving_na)
     2510    0.015    0.000    0.074    0.000 base.py:4702(get_value)
     5038    0.015    0.000    0.043    0.000 frame.py:3703(reindexer)
     2526    0.015    0.000    1.546    0.001 frame.py:3019(_getitem_bool_array)
      240    0.014    0.000    0.014    0.000 {built-in method nt.stat}
     5204    0.014    0.000    0.079    0.000 cast.py:880(maybe_infer_to_datetimelike)
       34    0.014    0.000    0.024    0.001 managers.py:1854(_stack_arrays)
    10108    0.014    0.000    0.017    0.000 _asarray.py:300(<setcomp>)
    22785    0.014    0.000    0.014    0.000 base.py:700(_reset_identity)
     5036    0.014    0.000    0.029    0.000 range.py:665(__getitem__)
    17621    0.014    0.000    0.017    0.000 base.py:681(is_)
    10041    0.014    0.000    0.191    0.000 <__array_function__ internals>:2(prod)
     2526    0.014    0.000    0.133    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
     7530    0.014    0.000    0.364    0.000 blocks.py:558(astype)
    25203    0.014    0.000    0.020    0.000 managers.py:342(<genexpr>)
    17607    0.014    0.000    0.014    0.000 {built-in method pandas._libs.missing.checknull}
     5036    0.014    0.000    0.190    0.000 series.py:889(__array__)
     5036    0.014    0.000    0.032    0.000 base.py:5130(get_slice_bound)
    48100    0.014    0.000    0.014    0.000 common.py:214(classes_and_not_datetimelike)
     7546    0.013    0.000    0.021    0.000 range.py:371(get_loc)
    15368    0.013    0.000    0.029    0.000 common.py:1825(_is_dtype)
    20114    0.013    0.000    0.021    0.000 managers.py:919(consolidate)
    10076    0.013    0.000    0.032    0.000 generic.py:3279(_set_as_cached)
     2526    0.013    0.000    0.421    0.000 generic.py:1997(__array_wrap__)
    15112    0.013    0.000    0.037    0.000 series.py:520(values)
     5020    0.013    0.000    0.251    0.000 blocks.py:400(fillna)
    12556    0.013    0.000    0.021    0.000 sparse.py:223(construct_from_string)
     2510    0.013    0.000    0.013    0.000 {built-in method _operator.mul}
    10089    0.013    0.000    0.029    0.000 generic.py:430(_get_block_manager_axis)
     5036    0.013    0.000    0.055    0.000 numpy_.py:122(__init__)
     7546    0.013    0.000    0.097    0.000 {method 'sum' of 'numpy.ndarray' objects}
     5020    0.013    0.000    0.097    0.000 expressions.py:73(_can_use_numexpr)
    10062    0.013    0.000    0.047    0.000 <__array_function__ internals>:2(concatenate)
    47710    0.013    0.000    0.013    0.000 numerictypes.py:587(<listcomp>)
     5020    0.012    0.000    0.023    0.000 _validators.py:337(validate_fillna_kwargs)
     5036    0.012    0.000    0.450    0.000 numeric.py:82(_shallow_copy)
    37685    0.012    0.000    0.012    0.000 {method 'startswith' of 'str' objects}
     7552    0.012    0.000    0.012    0.000 {method 'take' of 'numpy.ndarray' objects}
     2510    0.012    0.000    0.012    0.000 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
     2527    0.012    0.000    0.348    0.000 generic.py:5891(copy)
    10136    0.011    0.000    0.032    0.000 common.py:1006(is_signed_integer_dtype)
    55406    0.011    0.000    0.011    0.000 {pandas._libs.lib.is_integer}
    10092    0.011    0.000    0.031    0.000 {built-in method builtins.sum}
    15108    0.011    0.000    0.017    0.000 indexing.py:1412(<genexpr>)
     2526    0.011    0.000    0.305    0.000 blocks.py:382(delete)
     5020    0.011    0.000    0.363    0.000 managers.py:574(fillna)
     2510    0.011    0.000    0.288    0.000 managers.py:1667(create_block_manager_from_blocks)
    10072    0.011    0.000    0.328    0.000 generic.py:227(_validate_dtype)
    17570    0.011    0.000    0.016    0.000 nanops.py:58(check)
    20180    0.011    0.000    0.035    0.000 base.py:4006(_internal_get_values)
     2526    0.011    0.000    0.471    0.000 indexing.py:1445(_get_slice_axis)
    48057    0.011    0.000    0.011    0.000 {method 'items' of 'dict' objects}
    20139    0.011    0.000    0.011    0.000 {pandas._libs.algos.ensure_int64}
    37971    0.011    0.000    0.011    0.000 {method 'pop' of 'dict' objects}
    17686    0.010    0.000    0.060    0.000 inference.py:120(is_iterator)
     5020    0.010    0.000    0.147    0.000 generic.py:5368(values)
     2510    0.010    0.000    1.602    0.001 indexing.py:1435(_getbool_axis)
     2510    0.010    0.000    0.087    0.000 series.py:1068(__getitem__)
     7550    0.010    0.000    0.059    0.000 <__array_function__ internals>:2(atleast_2d)
     5037    0.010    0.000    0.036    0.000 common.py:1510(is_numeric_dtype)
     5022    0.010    0.000    0.020    0.000 base.py:4821(_maybe_promote)
17671/17655    0.010    0.000    0.053    0.000 {built-in method builtins.all}
     2510    0.010    0.000    1.199    0.000 managers.py:553(isna)
     2527    0.010    0.000    0.314    0.000 managers.py:765(copy)
     5020    0.010    0.000    0.239    0.000 expressions.py:206(evaluate)
     5038    0.010    0.000    0.010    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
    20119    0.010    0.000    0.046    0.000 _asarray.py:88(asanyarray)
    22793    0.010    0.000    0.010    0.000 {built-in method __new__ of type object at 0x00007FFBA97079A0}
     5036    0.009    0.000    0.027    0.000 indexing.py:242(_is_nested_tuple_indexer)
     2526    0.009    0.000    0.522    0.000 generic.py:1539(__invert__)
    12568    0.009    0.000    0.024    0.000 managers.py:325(__len__)
    10041    0.009    0.000    0.009    0.000 fromnumeric.py:74(<dictcomp>)
     2529    0.009    0.000    0.030    0.000 base.py:710(_engine)
     5053    0.009    0.000    0.039    0.000 numeric.py:159(ones)
     5038    0.009    0.000    0.011    0.000 blocks.py:2873(should_store)
    10153    0.009    0.000    0.103    0.000 common.py:1163(is_datetime64_any_dtype)
     7565    0.009    0.000    0.009    0.000 {pandas._libs.internals.get_blkno_placements}
     5022    0.009    0.000    0.071    0.000 base.py:1814(is_boolean)
    17588    0.009    0.000    0.017    0.000 managers.py:418(<dictcomp>)
     5020    0.009    0.000    0.212    0.000 expressions.py:99(_evaluate_numexpr)
     2510    0.009    0.000    0.075    0.000 base.py:1160(tolist)
    40464    0.009    0.000    0.009    0.000 {pandas._libs.lib.is_float}
     7553    0.008    0.000    0.043    0.000 base.py:1012(_ndarray_values)
     2513    0.008    0.000    0.008    0.000 {built-in method numpy.zeros}
     7562    0.008    0.000    0.009    0.000 common.py:306(is_null_slice)
     2577    0.008    0.000    0.023    0.000 cast.py:1239(construct_1d_object_array_from_listlike)
    10056    0.008    0.000    0.067    0.000 indexing.py:1710(_validate_key)
    15060    0.008    0.000    0.035    0.000 indexers.py:13(is_list_like_indexer)
     2515    0.008    0.000    0.040    0.000 {built-in method builtins.sorted}
     5053    0.008    0.000    0.064    0.000 base.py:784(view)
     7548    0.008    0.000    0.008    0.000 frame.py:491(axes)
    10314    0.008    0.000    0.029    0.000 common.py:711(is_string_dtype)
     2510    0.008    0.000    0.029    0.000 numeric.py:238(_convert_scalar_indexer)
     7530    0.008    0.000    0.020    0.000 __init__.py:892(_align_method_SERIES)
    12556    0.008    0.000    0.008    0.000 {method 'search' of 're.Pattern' objects}
     2510    0.008    0.000    0.008    0.000 {built-in method _operator.and_}
     5020    0.008    0.000    0.009    0.000 __init__.py:139(maybe_upcast_for_op)
    10109    0.008    0.000    0.041    0.000 {method 'all' of 'numpy.ndarray' objects}
    15095    0.008    0.000    0.009    0.000 managers.py:761(nblocks)
     2512    0.008    0.000    0.087    0.000 numerictypes.py:602(find_common_type)
     5020    0.008    0.000    0.054    0.000 nanops.py:345(_wrap_results)
    12679    0.008    0.000    0.008    0.000 {method 'update' of 'dict' objects}
    10100    0.008    0.000    0.011    0.000 base.py:617(<dictcomp>)
    45266    0.008    0.000    0.008    0.000 numeric.py:134(is_all_dates)
    30236    0.007    0.000    0.007    0.000 blocks.py:207(internal_values)
    10040    0.007    0.000    0.055    0.000 managers.py:1907(<lambda>)
     2510    0.007    0.000    0.035    0.000 shape_base.py:224(vstack)
